case_category,sample_idx,video_id,gt_music_id,top1_music_id,top1_is_gt,rank,R@1,R@5,R@10,bertscore_f1,infolm_l2_distance,metadata_unsupported_rate,metadata_unsupported_count,metadata_claim_count,music_title,music_artist,user_text,generated_text,reference_text,top1_reference_text,manual_case_label,manual_error_source,manual_notes
failure_ranking_miss,1856,Gsg6phjViZ0,Gsg6phjViZ0_Ct7eRpQ2vXY,qzOu1aRjtQ0_fUBaGcWz5Eo,0,120,0,0,0,0.6613079309463501,0.22543089091777802,0.5000,1,2,WELL RESPECTED,LA THE DARKMAN feat,"Sounds good, but I'm looking for something that has a more positive and uplifting vibe with a touch of soul.","In that case, I would recommend 'WELL RESPECTED' by LA THE DARKMAN feat;. This track is part of the album 'WELL RESPECTED' and offers a positive and uplifting vibe with a touch of soul. It's perfect for creating a motivational and inspiring atmosphere in your video.","In that case, I would recommend 'Positive rap - Universal Disciple - War'. This track has elements of Hip-Hop, electronic, rock, indie, and soul. It delivers a positive message and uplifts the listener with its soulful sound. Although the track doesn't have a specific title, it is part of the 'Mixtape 3 - Untold Scriptures' album by Universal Disciple.","Allow me to recommend 'WELL RESPECTED' by LA THE DARKMAN feat. WILLIE THE KID. It's a hip-hop track from the mixtape 'LIVING NOTORIOUSLY', with electronic and indie influences. The song features male vocals and was edited by Aaron Banks. Although it doesn't contain female vocals, it captures the electronic and indie elements you're looking for.",,,
failure_ranking_miss,156,RvYL2iai7ks,RvYL2iai7ks_ji18GR7u2Ng,9QnhENTgkwY_awZOA0pleGw,0,118,0,0,0,0.6876873970031738,0.2646642327308655,0.0000,0,1,The Return,RADIx,"That sounds great. However, I would like to incorporate a bit more of Hatcha's style into the music. I'm interested in his hip-hop and electronic elements, as well as the chillout vibe.","Allow me to recommend 'Hatcha's 10th Birthday Party' by Hatcha. It's a track from his album 'Hatcha's 10th Birthday Party'. The song combines elements of hip-hop, electronic, and rock with a chillout vibe. It was recorded in 2010 and may contain the specific elements you're looking for.","Allow me to recommend 'I'm a baller' by Hatcha. Although I don't have much information about this track, based on Hatcha's style and the description provided, it could be a suitable choice for your video. Hatcha is known for his hip-hop and electronic sound with a touch of chillout. Give it a try!","Certainly! I recommend 'The Return' by RADIx. It's the first single off their new LP and is entirely produced by Statik Selektah. The track combines elements of hip-hop, electronic, and rock, which aligns well with the style you're looking for. It has a chillout vibe and was released on RADIx's official website.",,,
failure_low_generation_similarity,4048,DnmlerNcJfM,DnmlerNcJfM_3FZqfwE5EKI,vTWAhHxTCRQ_DJUBTo_-gnw,0,3,0,1,1,0.29538214206695557,0.9882327318191528,0.0000,0,0,одной крови,91fm ft,Звучит интересно! Я ищу что-то с электронным звучанием и атмосферным настроем. Есть что-то такое в жанре ambient или chillout?,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"Если ты интересуешься электронной музыкой с атмосферным настроем, то я бы порекомендовал тебе трек 'Traumatisé' от BOOBA X SIBOY X GRADUR. Хотя у меня нет подробной информации о треке, основываясь на его названии, я могу предположить, что он может иметь тот атмосферный и электронный звук, который тебе нужен.","Allow me to recommend 'одной крови' by 91fm ft. Ghost. It's a track from 91fm and features Ghost as a guest artist. This song combines elements of hip-hop, electronic, pop, and indie, with influences of R&B and male vocals. It may be a fitting choice for your video as it reflects 91fm's distinctive style.",,,
failure_low_generation_similarity,2110,b7G9_AcPvQQ,b7G9_AcPvQQ_hsiYrIt7Erg,cj2oar6v-tg_Zf0CbUVZgUY,0,8,0,0,1,0.30472177267074585,0.3731640577316284,0.0000,0,0,くちびるNetwork,さんみゅ〜,"That sounds great, but I would like to have a track with a female vocalist and a catchy pop melody. Also, it would be nice if the track has a touch of electronic and indie style.",Allow me to recommend 'Kiss Kiss' by さんみゅ〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜,"Allow me to recommend 'I Love You Baby' by Unity. It's a pop and electronic track with an indie touch. Although there is no specific information about the vocalist, Unity is a band that consists of female vocalists. This song can provide a catchy pop melody and the electronic and indie elements you are looking for in your video.","Allow me to recommend 'くちびるNetwork' by さんみゅ〜. It's a debut single by さんみゅ〜, which falls under the indie genre. The track combines elements of electronic, dance, and pop with captivating female vocals. It has a unique and indie vibe that could be a fitting choice for your video.",,,
failure_low_generation_similarity,3997,-h1GDBPaUCc,-h1GDBPaUCc_QG26AGzMPsY,VDN6chPF_do_4DL9newuW-0,0,3,0,1,1,0.35247188806533813,0.3873726725578308,0.0000,0,0,,,"That sounds great, but I would also like to incorporate some elements of electronic and indie music. I'm looking for a track with an ambient and experimental vibe, similar to the one in the target music.",Allow me to recommend 'The Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making of the Making,"Allow me to recommend 'The Armenian Superhero' by Henry Jackman. It's a track from the 'Kick-Ass: The Score' album, released in 2010. This track combines elements of electronic, indie, rock, and experimental genres. It has an ambient and experimental vibe, which aligns well with the style you're looking for.","Allow me to recommend 'Lost And Found' (ODESZA Remix) by Pretty Lights. It's a track from their album 'The Hidden Shades'. This remix combines the electronic and indie elements you're looking for, with a more upbeat and danceable vibe. It was recorded specifically for the remix album, which may contain the specific elements you want.",,,
failure_low_generation_similarity,1598,IdbitHTWYSM,IdbitHTWYSM_FfT8SBYWrYg,Gon7Zc7NvxQ_prtY5xJ2BfE,0,4,0,1,1,0.3850861191749573,0.365820050239563,0.0000,0,0,,,That sounds great! I also want to include some elements of RADIO PROJECT's dance and electronic style in the music. Can you find a track that combines these genres with a strong beat?,Certainly! I recommend 'Radio Project - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 - 2021 - 2022 - 2023 - 2024 - 2025 - 2026 - 2027 - 2028 - 2029 - 2030 - 2031 - 203,Sure! How about 'Celebration Lève Ton Verre (Steed Watt Remix)' by RADIO PROJECT? It's a dance and electronic track with a strong beat. The remix adds a unique touch to the original song. You can find it on SoundCloud by searching for Steed Watt.,"Certainly! In that case, I would recommend 'Morgan Page feat Tegan & Sara - BodyWork (Lyric Video)'. This track is a fantastic electronic dance song with elements of house and electro. It has a catchy beat and a pop-inspired sound that will give your video a vibrant energy.",,,
failure_low_generation_similarity,2198,I0H4gwQAM0A,I0H4gwQAM0A_3FZqfwE5EKI,vjxaxK8HH3I_FadxV4C7eYM,0,5,0,1,1,0.40827199816703796,0.3479922413825989,1.0000,2,2,Asi Nos Trataron,Inze Brashier,"Звучит интересно, но мне хотелось бы что-то с большим уклоном в инди и альтернативу, с мужским вокалом. Есть что-то подходящее?","100% I have just the track for you! 'Asi Nos Trataron' by Inze Brashier is a perfect fit for your video. It's a hip-hop track with electronic and rock influences, and it has a strong indie and alternative vibe. The song features a male vocalist and was released in 2009. It's a great choice to add a unique and edgy touch to your video.","Если ты ищешь что-то с большим уклоном в инди и альтернативу, то я рекомендую обратить внимание на трек 'Demony' в исполнении Slim feat. Konstanta. Этот трек сочетает в себе жанры Hip-Hop, electronic, indie, rock и alternative. Он также имеет мужской вокал, который придаст твоему видео особую атмосферу и стиль. Он входит в альбом 'Demony' feat. Konstanta.",Sure! How about 'Asi Nos Trataron' by Inze Brashier? It's a hip-hop track with electronic and indie influences. The song is from their EP 'Luna Negra 06' and was recorded in Torrejón De Ardoz. It might provide the hip-hop and electronic elements you're looking for in your video.,,,
failure_low_generation_similarity,2489,QZawn7YJGFs,QZawn7YJGFs_g8_YWmBoB7I,cYQH37fx1c0_Xdp_DnPXAY8,0,2,0,1,1,0.4129526615142822,0.3065437972545624,0.0000,0,0,Gosip Tetangga,Ka5ya,"That sounds great, but I would like to incorporate a bit more of 毛鵬懿 Joseph Mao's distinctive style, especially his indie and alternative components. I'm also interested in female vocals and pop influences.",Allow me to recommend '毛鵬懿 Joseph Mao 專輯 毛鵬懿 Joseph Mao 專輯 毛鵬懿 Joseph Mao 專輯 毛鵬懿 Joseph Mao 專輯 毛鵬懿 Joseph Mao 專輯 毛鵬懿 Joseph Mao 專輯 毛,"Allow me to recommend '夢想出發 [Heading for My Dream]' by 毛鵬懿 Joseph Mao. Although there is no specific information available about the track, based on the artist's style, it is likely to have indie and alternative elements, along with female vocals and a pop sound. This could be a fitting choice for your video.","Allow me to recommend 'Gosip Tetangga' by Ka5ya. It's a track from their single album. The song combines elements of rock, pop, and indie with alternative influences, which aligns well with Ka5ya's distinctive style. It features female vocals, but the male vocals and guitar-driven sound of Alit & Andin's version can add a unique touch to your video.",,,
failure_metadata_inconsistency,595,rZcOV4Y7qG8,rZcOV4Y7qG8_M_1g1N4ilQM,xyQk3JgZOr4_feoGGCgtI9I,0,2,0,1,1,0.76910799741745,0.2868105471134186,1.0000,4,4,,,"That sounds great, but I’m looking for something with a bit of an 80s vibe as well, maybe something that includes some guitar and drums, ideally suitable for dance and team-building activities.","Allow me to recommend 'Dance Like a Man' by The Dirty Dishes. It's a track from their album 'Dance Like a Man'. This song combines elements of rock, pop, and indie with a touch of 80s influence. It features guitar and drums, which can add a dynamic and energetic feel to your dance and team-building activities.","In that case, 'Vamos a Bailar' by Gipsy Kings would be an excellent choice for your event. This track combines electronic, rock, pop, and dance genres with an 80s feel, including elements like fast pace, drums, and guitar. It’s ideal for dance and team-building activities, ensuring a lively and engaging atmosphere.","In that case, I would recommend 'Gianni Drudi & Omar Lambertini Vacanze Alternative'. While I don't have much information about this track, based on the description, it seems to have a rock and 80s sound with elements of pop and punk. This should give your video the edginess and retro feel you're looking for.",,,
failure_metadata_inconsistency,1048,7xVZlQ-aiLA,7xVZlQ-aiLA_rI912z48uLU,x6HSfzJcqls_uR9HHIZS-30,0,12,0,0,0,0.7597195506095886,0.1525547355413437,1.0000,4,4,Now,Trouble Maker from their album 'Chemistry',That sounds great. I also want to incorporate Michael Jackson's pop and rock style with female vocals. Do you have any recommendations that fit this description?,Certainly! I recommend 'Beat It' by Michael Jackson. It's a pop and rock track with female vocals. The song has a catchy and energetic vibe that could complement your video. It's from Michael Jackson's album 'Beat It'.,"Certainly! I suggest using the song 'Bad' by Michael Jackson. It's a popular track from the 80s with a mix of pop, rock, and electronic elements. The song features Michael Jackson's iconic vocals and energetic drum beats. It would be a fitting choice to incorporate his distinctive style into your video.","Allow me to recommend 'Now' by Trouble Maker from their album 'Chemistry'. It's a track that combines elements of electronic, pop, ambient, and indie music. It also has a touch of rock in its sound. This song will add a distinctive and diverse style to your video, perfect for capturing the essence of Trouble Maker's music.",,,
failure_metadata_inconsistency,1161,aCEC-YTevgQ,aCEC-YTevgQ_pGsNtzC6FD4,lzxM8FWB_pY_QqRq0i-m6wM,0,87,0,0,0,0.6951829791069031,0.2994252145290375,1.0000,4,4,,,"That sounds great! I'm also interested in incorporating some elements of Monser Rap's style into my video. I'm looking for a mix of hip-hop, electronic, pop, and indie genres. Can you suggest something that aligns with these preferences?","Certainly! I recommend 'Monser Rap' by Monser Rap. It's a track from his album 'Monser Rap'. The song combines elements of hip-hop, electronic, pop, and indie genres. It has a catchy beat and a unique style that could add a distinct flavor to your video.","I recommend checking out 'LA MUERTE ME PERSIGUE' by Monser Rap. It's a track that combines hip-hop, rock, electronic, pop, and indie elements. Although I don't have much information about the track's album or artists, the description suggests that it was produced by LuisR Films and features music by DJ Kruel. This track could add the desired mix of genres to your video.","Allow me to recommend 'СКВОЗ #НИККИРАККЕТА'. It's a track produced by Aziat Production. Although the specific artist and album information is not available, it falls under the hip-hop and electronic genres with indie and rock influences. The track has a techno sound and male vocals, which adds a unique touch to the music. You may find it fitting for your video.",,,
failure_metadata_inconsistency,1563,GoZRoyqsEiE,GoZRoyqsEiE_alJn_s1PvkQ,ylF5TPoy7L0_3V3f0f6XGwM,0,6,0,0,1,0.7480348348617554,0.2275562733411789,1.0000,4,4,,,"That sounds great, but I'm also interested in incorporating some of Moon Duo's indie and alternative style into the music. Can you suggest something that combines rock, indie, and alternative genres?","Certainly! I recommend 'Slow Cruel Hands of Time' by Moon Duo. It's a track from their album 'Slow Cruel Hands of Time'. The song combines elements of indie rock, alternative, and indie pop. It has a rock sound with a touch of electronic influence. It was recorded in 2012 and could be a fitting choice for your video.","I suggest checking out Moon Duo's track 'Zoned', which is from their album 'Zoned b/w Take Me With You'. It's a blend of rock, indie, and alternative with a pop influence. The song was performed at the Liverpool International Festival Of Psychedelia in 2013, so it captures the specific vibe you're looking for.","Allow me to recommend 'Will We Last'. It's a track from Fufanu's album 'Few More Days to Go (Deluxe)'. It combines elements of indie rock, alternative, and punk with a loud guitar sound and male vocals. It could be a fitting choice for your video.",,,
failure_metadata_inconsistency,3496,ddjr33QRbI0,ddjr33QRbI0_bsIIkcCZyRQ,nR-EbL6AVnk_f2vw4A-TTYU,0,44,0,0,0,0.8741763234138489,0.17111186683177948,1.0000,4,4,THE TYPE,YOUNG RATCHIT featuring LADY V,"That sounds great, but I would like to incorporate a bit more of Hopsin's distinctive style, specifically his electronic and rock components. I'm also interested in alternative elements.","Allow me to recommend 'The Rap Is Dead' by Hopsin. It's a track from his album 'The Rap Is Dead'. It combines elements of hip-hop, electronic, and rock with alternative influences. The song has a fast-paced and loud sound that could be a fitting choice for your video.","Allow me to recommend 'Hop Madness' by Hopsin. It's a track from the album 'Hop Madness - Single'. It combines elements of Hip-Hop, electronic, and rock with alternative influences. The song was performed by Hopsin and has a fast-paced, energetic vibe that could be a suitable choice for your video.","Allow me to recommend 'THE TYPE' by YOUNG RATCHIT featuring LADY V. This track has a Hip-Hop and electronic style with dance and pop influences. It was filmed in Orlando, Florida and could be a fitting choice for your video, with its experimental elements and energetic beats.",,,
failure_metadata_inconsistency,3737,3FK8NN4_wWY,3FK8NN4_wWY_jvVmvTaNQo0,_muaFW8aKfQ_A-T1d9zmBd4,0,5,0,1,1,0.7815825939178467,0.2872045040130615,1.0000,4,4,It's For Me Intro,Memphis Bleek,"That sounds great, I like the hip-hop and electronic style in your recommendation. However, I'd like to incorporate a bit more of Derramando Rap's distinctive style, especially their rock and alternative components. I'm also interested in vocal influences.","Allow me to recommend 'Derramando Rap' by Derramando Rap. It's a track from their album 'Derramando Rap'. The song combines elements of hip-hop, rock, and electronic music with alternative influences. It features male vocals and was released in 2014. This track may contain the specific elements you're looking for.","Allow me to recommend 'Derramando Rap' by USR feat. Kofla Mc. It's an original song with a video released in 2013. The track combines elements of hip-hop, electronic, rock, and pop genres, and it may contain vocal influences that align with your preferences.","Sure! I recommend 'It's For Me Intro' by Memphis Bleek. It's a track from the album 'The Movement 2' released in March 2014. The song blends hip-hop, rock, electronic, and ambient genres, capturing Memphis Bleek's unique style. It features keys played by Jtraxx and was produced by Phraze and Rell.",,,
failure_title_or_manual_review,156,RvYL2iai7ks,RvYL2iai7ks_ji18GR7u2Ng,9QnhENTgkwY_awZOA0pleGw,0,118,0,0,0,0.6876873970031738,0.2646642327308655,0.0000,0,1,The Return,RADIx,"That sounds great. However, I would like to incorporate a bit more of Hatcha's style into the music. I'm interested in his hip-hop and electronic elements, as well as the chillout vibe.","Allow me to recommend 'Hatcha's 10th Birthday Party' by Hatcha. It's a track from his album 'Hatcha's 10th Birthday Party'. The song combines elements of hip-hop, electronic, and rock with a chillout vibe. It was recorded in 2010 and may contain the specific elements you're looking for.","Allow me to recommend 'I'm a baller' by Hatcha. Although I don't have much information about this track, based on Hatcha's style and the description provided, it could be a suitable choice for your video. Hatcha is known for his hip-hop and electronic sound with a touch of chillout. Give it a try!","Certainly! I recommend 'The Return' by RADIx. It's the first single off their new LP and is entirely produced by Statik Selektah. The track combines elements of hip-hop, electronic, and rock, which aligns well with the style you're looking for. It has a chillout vibe and was released on RADIx's official website.",,,
failure_title_or_manual_review,13,tu-n5fUfjc4,tu-n5fUfjc4_8fCX0dDDWnM,F6bEuw-MKsw_UCHSW-nQXpE,0,214,0,0,0,0.8317095041275024,0.14462751150131226,1.0000,1,1,JIIW HD,Fata EL PResidente,That sounds great! I'm looking for a track with a similar hip-hop and electronic style like Yojee's 'En Attendant JOY&PAIN'. It would be ideal if the song also incorporates indie and rock influences.,"Allow me to recommend 'En Attendant JOY&PAIN' by Yojee. It's a track from his album 'JOY&PAIN'. The song combines elements of hip-hop, electronic, indie, and rock genres. It has a unique blend of styles that could be a fitting choice for your video.","Let me suggest 'En Attendant JOY&PAIN' by Yojee. It's a track from Yojee's upcoming album 'JOY & PAIN'. It combines elements of hip-hop, electronic, dance, and pop music. The song was recorded in 2013 and may contain the specific style and influences you're looking for.","I suggest you check out 'JIIW HD' by Fata EL PResidente. It's a track from his album 'IQRA 2014' and combines elements of hip-hop, rock, and indie music. This track might be a fitting choice to incorporate Fata EL PResidente's unique style into your video.",,,
