exp,sample_idx,video_id,claim_id,claim_text,claim_type,support_source,parent_source,attribute_terms,verification,reference_positive_evidence,reference_negative_evidence
exp_01,185,PejSVjDnqxM,4,"electronic music, which aligns well with your preferences.",preference,preference-supported,preference-supported,electronic,supported,"the user demonstrates a strong affinity for energetic music, particularly a fusion of hip-hop and electronic genres like techno. they appreciate a fast tempo and a driving beat, emphasizing a powerful male vocal delivery. while open to electronic influences, the user finds excessively intense or overwhelming tracks undesirable. they seem to value substance over purely dance-oriented rhythms and prefer a more controlled energy. the user's taste leans towards a blend of rhythmic complexity and atmospheric soundscapes, suggesting a desire for music that is both engaging and sophisticated. the user prefers music with a fast tempo and a driving beat. the user enjoys a blend of hip-hop and electronic music, particularly techno. the user favors tracks featuring male vocals with a powerful delivery. the user prefers music with 'substance' over purely dance-oriented rhythms. the user appreciates music that creates a 'cool atmosphere' through the use of synths.","the user dislikes music described as 'intense' or 'overwhelming'. the user finds excessively fast tempos, especially those forcing a dance beat, undesirable."
exp_01,199,P1dUHOx1yDU,3,"Although I don't have much information about the album or artists, the song itself aligns well with your preferences.",preference,preference-supported,preference-supported,,uncheckable,"the user demonstrates a clear preference for upbeat and energetic music, particularly within the pop genre. they enjoy tracks with a strong, danceable beat, often incorporating electronic elements like house or techno influences. a prominent female vocalist is a key element in their preferred music. they value tracks that build in intensity and appreciate a satisfying drop, suggesting a fondness for dynamic musical arrangements. the user prefers pop music with a danceable beat. the user enjoys electronic music influences, particularly house and techno. the user strongly prefers tracks featuring female vocalists. the user favors vibrant and energetic music, avoiding slow or sad tempos. the user appreciates tracks with a build-up and a satisfying drop. the user prefers smoother, more melodic electronic music over intense or complex arrangements.","while appreciating electronic music, the user gravitates towards smoother, more melodic sounds and avoids anything overly intense, jarring, or heavily blended with hip-hop. the user dislikes music that blends electronic and hip-hop genres heavily."
exp_01,209,QZbcXlOrGLI,4,"dance vibe, which aligns well with your preferences.",preference,preference-supported,preference-supported,dance,not_found,"the user demonstrates a clear appreciation for music that blends genres, particularly favoring a soulful and melodic soundscape. they enjoy a combination of pop, electronic, and 80s-inspired elements, often characterized by strong instrumentation, especially guitar and vocals. they seem to value a balance between modern production and classic influences, seeking music with depth and a sense of space within the mix. the user is open to exploring new sounds but prefers a soulful core. the user appreciates a blend of pop, electronic, and 80s-inspired music. the user enjoys music with soulful vocals and instrumentation, particularly guitar. the user values a balance between modern production and classic influences. the user appreciates music with a sense of space and melodic elements within the mix. the user is drawn to music with a vibrant and energetic feel, but not overly frantic. the user shows some interest in hindi music (soniye track).","while appreciating upbeat tempos and energetic rhythms, the user gravitates towards smoother, more layered beats and avoids overly intense or frantic sounds. the user prefers music with a smooth, layered beat rather than intensely driving rhythms."
exp_01,210,7ffHe6ZgtOg,6,"a fast tempo, which aligns well with your preferences.",preference,preference-supported,preference-supported,fast tempo;tempo,not_found,"the user demonstrates a strong affinity for electronic music, particularly styles characterized by driving, energetic beats and a pulsing feel. they appreciate the incorporation of r&b elements, specifically smooth vocal layering, which they find elevates the overall listening experience. while they enjoy male vocals, they find overly aggressive or fast-paced techno vocals occasionally overwhelming. the user values a strong, immediate beat that inspires movement and finds complexity or 'busyness' in production undesirable. they seem open to exploring variations within the electronic genre, but prioritize rhythmic intensity and a sense of powerful energy. the user strongly prefers electronic music. the user favors music with a driving, energetic beat. the user appreciates r&b influences, particularly smooth vocal layering, within electronic music. the user values a strong, immediate beat that inspires movement. the user is open to exploring variations within the electronic genre.","the user prefers male vocals in electronic music, but dislikes overly aggressive or fast-paced techno vocals. the user dislikes overly complex or 'busy' production styles."
exp_01,279,Lx1m-fnlJ2A,6,has a distinctive style that aligns well with your preferences.,preference,preference-supported,preference-supported,,uncheckable,"the user demonstrates a strong preference for electronic music characterized by a driving rhythm and powerful, pulsing beats. they particularly enjoy tracks that blend electronic elements with hip-hop influences, appreciating the resulting energetic and dynamic feel. while open to exploring different electronic subgenres, the user gravitates towards music with a solid, insistent bassline and a focus on the beat, often finding overly complex or 'swirling' sounds undesirable. the user strongly prefers electronic music with a driving rhythm and powerful beats. the user enjoys the fusion of electronic music and hip-hop elements. the user appreciates a solid, insistent bassline in their music. the user values well-produced tracks with intricate synth work. the user is open to exploring techno subgenres, but prefers a focus on the beat over atmospheric textures.","they value well-produced tracks with a controlled intensity and appreciate intricate synth work, but dislike music that feels 'floaty' or lacks a strong rhythmic foundation. the user dislikes music described as 'floaty' or lacking a strong rhythmic foundation. the user prefers music with a controlled intensity and avoids overly complex or 'swirling' sounds."
exp_01,304,tDFmih3aa9A,4,"It features female vocals, which aligns with your preference.",preference,preference-supported,preference-supported,female vocals;male vocals;vocal;vocals,partially_supported,"the user demonstrates a clear preference for music with uplifting and energetic qualities, particularly appreciating passionate vocals and driving rhythms. while initially open to exploring tracks with a rock influence, they ultimately find the heavier guitar sounds overwhelming and prefer a softer, more melodic approach. the user values strong drum presence and captivating melodies, and expresses a fondness for piano elements. they generally gravitate towards english-language music, but are willing to consider other languages if the overall vibe is appealing. the user seeks music that is both engaging and emotionally resonant, avoiding overly intense or aggressive sounds. the user prefers music with vibrant energy and an uplifting vibe. the user appreciates passionate and prominent vocals. the user enjoys music with a strong drum presence and captivating melodies. the user generally prefers music with piano elements. the user typically prefers english-language music. the user is open to exploring music with a driving rhythm, even if it initially presents a rock influence.",the user dislikes heavily guitar-driven rock music.
exp_01,317,Pjfn4DtPtp4,4,"male vocals, which align with your preferences.",preference,preference-supported,preference-supported,male vocals;vocal;vocals,partially_supported,"the user demonstrates a strong preference for energetic rock music, particularly within the alternative rock subgenre. they appreciate powerful vocals, driving drum beats, and guitars bursting with energy. while open to discovering new artists, the user gravitates towards raw and immediate sounds, valuing a sense of authenticity and avoiding overly polished or 'considered' productions. they seem to favor music with a significant punch and a palpable sense of energy, rejecting more subdued or restrained styles. the user's taste leans towards heavier, more impactful musical experiences. the user strongly prefers energetic rock music. the user favors alternative rock subgenres. the user appreciates powerful vocals and driving drum beats. the user values raw and immediate musical styles. the user seeks music with a significant 'punch' and palpable energy. the user enjoys bands like saints and sinners and the banter thiefs.",the user dislikes overly polished or 'considered' music productions.
exp_01,321,qhubfQBHlbQ,6,"guitar sounds, which align with your preferences.",preference,preference-supported,preference-supported,guitar,supported,"the user demonstrates a strong preference for energetic rock music, particularly valuing a driving beat and prominent guitar sounds. they appreciate soulful vocals and a melancholic, atmospheric vibe, finding infectious guitar riffs and distinctive vocal deliveries highly appealing. they seek a smoother groove and melodic guitar riffs, favoring a more stripped-down and less polished sound over heavily produced tracks. the user appreciates emotional delivery in vocals, drawing comparisons to artists like tigran asatryan. the user prefers energetic rock music with a driving beat. the user values prominent guitar sounds and riffs. the user appreciates soulful vocals and distinctive vocal deliveries. the user enjoys a melancholic and atmospheric vibe in music. the user appreciates a more stripped-down and less polished sound. the user is open to subtle electronic elements, but not heavy electronic beats.","while open to exploring elements like subtle electronic influences, the user dislikes overly intense or chaotic music with insistent beats and prominent bass. the user dislikes music with overly intense energy and insistent beats. the user prefers a smoother groove over chaotic or frantic rhythms."
exp_01,346,2IhQLDEfq58,6,"a male voice, which aligns well with your preferences.",preference,preference-supported,preference-supported,,uncheckable,"the user demonstrates a strong affinity for high-energy electronic music, particularly those tracks that blend electronic elements with hip-hop and r&b influences. they appreciate a driving, infectious beat and a rapid tempo, finding value in rhythmic complexity and a powerful, danceable feel. the user strongly prefers electronic music with a driving beat. the user enjoys music that blends electronic elements with hip-hop influences. the user appreciates r&b influences within electronic tracks, contributing to the overall energy. the user favors a rapid tempo and high-energy music. the user seeks music with a 'harder edge' and a danceable feel.","while open to exploring different electronic subgenres, the user gravitates towards music with a harder edge and avoids tracks with female vocals or those that feel overly 'busy' or 'light.' the user seeks a distinct groove and a palpable sense of rhythm, prioritizing a strong, consistent beat above all else. the user dislikes tracks featuring female vocals. the user avoids music described as 'busy' or 'scattered,' preferring a more focused and powerful sound."
exp_01,349,RvkQSSNfk8k,6,intense sound that aligns well with your preferences.,preference,preference-supported,preference-supported,,uncheckable,"the user demonstrates a strong preference for music characterized by intense energy, powerful instrumentation, and driving rhythms. they are particularly drawn to metal subgenres, appreciating complex instrumental sections, crushing drums, and impactful riffing. while acknowledging the energy in some tracks, the user expresses a desire for a more substantial and weighty feel, favoring solid guitar work over frantic or chaotic sounds. they seem to value a deliberate and impactful musical presence, indicating a potential aversion to music perceived as detached or lacking in instrumental power. the user's taste leans towards aggressive and powerful sounds. the user strongly prefers music with intense energy and a powerful feel. the user gravitates towards metal music and related subgenres. the user appreciates complex instrumental sections and driving rhythms. the user values impactful drumming and a 'crushing' sound. the user prefers music with a deliberate and weighty feel over frantic or chaotic sounds. the user seeks music with solid guitar riffing and powerful instrumentation.","the user dislikes music described as 'busy,' 'detached,' or lacking in instrumental punch."
exp_01,368,4pYwUVwudJY,4,"electronic music, which aligns well with your preferences.",preference,preference-supported,preference-supported,electronic,supported,"the user demonstrates a strong and consistent preference for electronic music, particularly styles infused with hip-hop elements. they are drawn to high-energy tracks characterized by driving techno beats and fast tempos. male vocals, often layered with synths, are a key element they appreciate. while they acknowledge a liking for some aggression in music, they prefer it to be balanced and not simply loud or abrasive. the user has shown enthusiasm for tracks with a modern, sharp feel and appreciates a certain level of production quality, though a raw edge can also be appealing. rock music, as presented, does not align with their taste. the user strongly prefers electronic music. the user favors electronic music with a hip-hop influence. the user enjoys driving techno beats and fast tempos. the user appreciates male vocals, often with synth and vocal layers. the user prefers a balance of aggression, avoiding purely loud or abrasive sounds. the user appreciates a modern and sharp sonic aesthetic.",the user does not typically enjoy rock music.
exp_01,381,ZvzHyHgc4lA,6,"loud sound, which aligns well with your preferences.",preference,preference-supported,preference-supported,loud,supported,"the user demonstrates a strong and consistent preference for energetic rock music, characterized by powerful guitars, driving rhythms, and passionate vocals. they appreciate a controlled loudness and layered instrumentation, indicating a sophisticated understanding of music production. while open to exploring related genres with a similar intensity, such as a day to remember, the user expresses a distinct aversion to electronic music and a preference for heavier, more grounded sounds. the user values a sense of weight and emotional depth in their music, rejecting sounds they perceive as 'busy' or 'detached'. the user strongly prefers energetic rock music. the user appreciates powerful guitar work and driving rhythms. the user values controlled loudness and layered instrumentation in music. the user is open to exploring music similar to a day to remember, but with a preference for intensity. the user seeks music with a sense of 'weight' and emotional depth.",the user finds electronic music unappealing and prefers heavier sounds. the user dislikes music described as 'busy' or 'detached'.
exp_01,388,iWx0PUrHLBQ,4,"soul, which align with your preferences.",preference,preference-supported,preference-supported,soul,supported,"the user demonstrates a clear preference for music characterized by smooth vocals, soulful vibes, and a warm atmosphere. while open to pop music, they appreciate a delicate production style that prioritizes vocal performance and instrumentation over a driving beat. they find high-energy, frantic tracks overwhelming and prefer music with more space around the vocals and a less insistent rhythm. they seem to be seeking music that is suitable for relaxation and creating a mood. the user prefers music with smooth, soulful vocals. the user appreciates a warm and atmospheric sound. the user prefers music with space around the vocals, avoiding overly insistent rhythms. the user enjoys music with a delicate production style. the user prefers music with a sense of fragility and emotional depth.","the user values a sense of fragility and emotional depth in their music choices, and while they enjoy electronic elements, they dislike harsh synths and overly complex arrangements. the user dislikes music that is frantic or overwhelming. the user appreciates electronic music, but dislikes harsh synth sounds."
exp_01,427,EE-QljIQPXs,6,has a unique style that aligns with your preferences.,preference,preference-supported,preference-supported,,uncheckable,"the user demonstrates a strong affinity for electronic music, particularly those with driving, energetic beats and a complex, layered production style. they appreciate a blend of electronic and hip-hop influences, enjoying tracks with catchy vocal samples and a techno vibe. while they value energy and a fast tempo, they express a preference for rhythms that are not overwhelming or frantic, favoring a more focused and solid feel. the user seems to be seeking music that is uplifting and possesses a groove, avoiding sounds they perceive as chaotic or overly intense. they are open to exploring different electronic subgenres, but prioritize a sense of controlled energy and rhythmic precision. the user strongly prefers electronic music with driving, energetic beats. the user enjoys a blend of electronic and hip-hop music. the user appreciates tracks with catchy vocal samples and a techno vibe. the user prefers rhythms that are complex but not overwhelming. the user values a sense of groove and controlled energy in music. the user is exploring different electronic subgenres to find a balance of energy and precision.",the user dislikes music described as chaotic or frantic.
exp_01,432,1xSv3hgNGFc,6,distinctive sound that may align well with your preferences.,preference,preference-supported,preference-supported,,uncheckable,"the user demonstrates a clear preference for upbeat and positive music, particularly those with an energetic and motivating quality. they are drawn to electronic music, specifically appreciating its synth sounds and driving beats. while initially hesitant about the electronic genre, the user finds the whimsical and magical aspects appealing. they also express a desire for music with soul, featuring female vocals and guitar riffs, suggesting an openness to genres beyond purely electronic sounds. the user values a sense of wonder and uplifting melodies, but finds overly intense or aggressive electronic tracks overwhelming. the user prefers upbeat and positive music for focus and energy. the user enjoys electronic music, particularly tracks with prominent synth sounds and driving beats. the user appreciates music with a whimsical and magical atmosphere. the user is interested in music featuring female vocals. the user expresses a desire for music incorporating guitar riffs. the user appreciates layered instrumentation, drawing a comparison to sufjan stevens.",the user finds overly intense or aggressive electronic music overwhelming.
exp_01,447,0ti35W6-dMA,5,"a diverse range of styles, which aligns well with your preferences.",preference,preference-supported,preference-supported,,uncheckable,"the user demonstrates a strong affinity for electronic music, particularly styles characterized by driving beats and fast tempos. techno and hip-hop are core genres, and the user actively seeks music with energetic, uplifting qualities. male vocals are appreciated, especially when delivered with power and confidence. the user strongly prefers electronic music. techno and hip-hop are core genres for the user. the user favors music with fast tempos and driving beats. the user appreciates energetic and uplifting music. the user enjoys male vocals, particularly those that are powerful and confident. the user prefers music with a dominant beat over vocal focus. the user tends to prefer polished and clean production styles.","while open to exploring new sonic textures and influences, the user prioritizes tracks where the beat is dominant and avoids music that is overly subdued or vocal-focused. a preference for polished, clean production is also evident, suggesting a dislike for excessively raw or unrefined sounds."
exp_01,457,_MV0BuKm0VE,1,I understand your preference for a house or electro influence.,preference,preference-supported,preference-supported,electronic;house,supported,"the user demonstrates a strong affinity for energetic electronic music, particularly tracks with a driving house beat and powerful, layered synths. they appreciate music that builds intensity and creates a vibrant, danceable atmosphere. while open to exploring new sounds, the user gravitates towards music with a pronounced rhythmic focus and a sense of dynamism. vocals are a point of contention; while not inherently disliked, they must be seamlessly integrated and not feel forced. the user also expresses a desire for complexity and layering, hinting at a potential appreciation for more intricate musical arrangements. the user strongly prefers energetic electronic music. the user favors music with a driving house beat. the user appreciates layered synths and a powerful, building intensity. the user prefers music with a pronounced rhythmic focus and danceable qualities. the user's opinion on vocals in electronic music is nuanced; they must be well-integrated. the user values complexity and layering in musical arrangements.",the user finds ambient electronic music less appealing due to its subtlety.
exp_01,475,OdNoAfttJ_4,1,I understand your preferences.,preference,preference-supported,preference-supported,,uncheckable,"the user demonstrates a strong preference for energetic rock music characterized by a raw, powerful sound and a driving beat. they appreciate prominent guitar work and impactful drums, favoring tracks with a sense of grit and excitement over highly polished productions. they seem to value authenticity and a visceral feel in their music choices, indicating a desire for music that feels genuine and impactful rather than sterile or manufactured. the user strongly prefers energetic rock music. the user favors a raw and powerful sound over polished productions. the user appreciates prominent guitar work and impactful drums. the user is drawn to music with a 'grit' and a visceral feel. the user is open to exploring different rock subgenres, potentially including punk influences.","while open to exploring different rock subgenres, the user explicitly dislikes electronic music and finds overly polished or frantic music unappealing. the user dislikes electronic music. the user finds overly polished or frantic music unappealing."
exp_01,499,-ASLyA2Fm0E,5,"guitar-driven sound, which aligns well with your preferences.",preference,preference-supported,preference-supported,guitar,supported,"the user demonstrates a strong and consistent preference for rock music, particularly those with a powerful and emotive feel. they appreciate strong vocals, driving drums, and prominent guitar work, often referencing bands like led zeppelin and early foo fighters as touchstones. while open to exploring slightly heavier sounds, the user ultimately gravitates towards music with a solid rock foundation and a sense of weight and punch. the user values raw passion and a sense of energy in their music choices. the user strongly prefers rock music, particularly with a classic rock feel. the user appreciates powerful vocals and a raw, passionate delivery. the user values prominent guitar work and guitar solos. the user enjoys driving and powerful drum rhythms. the user appreciates a balance of power and beauty in music. the user considers led zeppelin and early foo fighters as influential musical touchstones.","they actively avoid music lacking a guitar presence and find overly intense or 'dramatic' sounds less appealing, preferring a balance of power and beauty. the user dislikes music described as overly 'dramatic' or intensely heavy."
exp_01,609,a7xh5eHOaKA,6,guitar elements that align with your preferences.,preference,preference-supported,preference-supported,guitar,supported,"the user demonstrates a clear preference for mellow, calming music characterized by acoustic instrumentation and female vocals. they gravitate towards pop and folk styles, appreciating a dreamy and peaceful atmosphere. piano is a particularly favored instrument, contributing to the desired soothing effect. they seem to value emotional depth and vulnerability in music, though it must be delivered in a less intense or fragile manner. the user strongly prefers calming and peaceful music. the user enjoys pop and folk music genres. the user appreciates music featuring female vocalists. the user favors acoustic instruments, particularly guitar and piano. the user appreciates music with emotional depth and vulnerability. the user enjoys music similar to colbie caillat.","while open to exploring new sounds, the user actively avoids music that is overly energetic or loud, preferring a gentler, more intimate listening experience. the user dislikes energetic or loud music, such as rock."
exp_01,667,qfiMneDrTpM,6,has a distinctive style that aligns with your preferences.,preference,preference-supported,preference-supported,,uncheckable,"the user demonstrates a strong preference for high-energy rock music characterized by powerful instrumentation and a driving beat. they actively seek music that evokes a feeling of movement and intensity, often associating it with a desire to headbang. while appreciating musical quality, the user prioritizes a strong drum presence and heavier guitar sections. electronic music with layered sounds and complex arrangements are not appealing. the user values a sense of 'weight' and 'punch' in their music, indicating a preference for impactful and robust sonic experiences. they seem to be looking for music that is both energetic and substantial. the user strongly prefers high-energy rock music. the user enjoys music with a driving beat and a sense of movement. the user favors music featuring heavy guitars and powerful drum sections. the user appreciates music with a sense of 'weight' and 'punch'. the user values a strong drum presence in their preferred music. the user seems to be seeking music that evokes a feeling of intensity and power.","the user dislikes music described as 'busy' or 'layered,' particularly electronic music."
exp_01,706,CAmrsSd3D0g,5,"blues, which aligns well with your preferences.",preference,preference-supported,preference-supported,,uncheckable,"the user demonstrates a strong preference for energetic and impactful rock music, characterized by driving beats, powerful guitars, and prominent drums. they appreciate a raw and intense sound, valuing rhythm and instrumental performance over polished production or vocal focus. while initially receptive to exploring new tracks, the user gravitates towards music that evokes a sense of movement and possesses a frenetic energy. they seem to have previously enjoyed electronic music with a similar intensity, and while open to experimentation, they ultimately seek a grittier, more instrumentally driven experience than what some suggestions offer. the user strongly prefers energetic rock music with a driving beat. the user values powerful guitars and strong drums in their music. the user appreciates a raw and intense sound over polished production. the user prefers music that makes them want to move and evokes a sense of energy. the user has a history of enjoying electronic music with a high-energy, intense feel.",the user finds female vocals distracting when they overshadow the instrumentation. the user dislikes slow tempos and music lacking energy.
