exp,sample_idx,video_id,claim_id,claim_text,claim_type,support_source,parent_source,attribute_terms,verification,reference_positive_evidence,reference_negative_evidence
exp_01,1288,MyKMXgJ_6m8,5,"a piano-driven sound, which aligns well with your preferences.",preference,preference-supported,preference-supported,piano,not_found,"the user demonstrates a clear preference for music characterized by strong, driving rhythms and a youthful energy. while open to exploring various genres, including pop and country, the user gravitates towards tracks with a solid, percussive foundation and a noticeable emphasis on drums. they appreciate well-produced music with clear vocals and a bright, energetic feel. the user prefers music with strong, driving rhythms and a noticeable emphasis on drums. the user appreciates music with a youthful and energetic feel. the user favors organic instrumentation over heavily digital or electronic sounds. the user enjoys music with clear and strong vocals. the user is open to exploring pop music, but it must have a strong rhythmic foundation. the user appreciates acoustic guitar elements in music.","however, the user expresses a preference for organic instrumentation over heavily digital or electronic sounds, and tends to avoid music that is overly intense or bass-heavy, favoring a softer, more acoustic soundscape. the user tends to avoid music that is overly intense or bass-heavy."
exp_01,2210,n-MiM-VMm5A,5,"It features Tygo Nendels' distinctive female vocals, which could be a fitting choice for your video.",metadata,metadata-supported,metadata-supported,female vocals;male vocals;vocal;vocals,supported,,
exp_01,1222,LM4BztqS2Uw,1,Allow me to recommend 'The Last Song' by Driver Friendly.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,1648,NbjTMnLX95c,2,It's a track from their album 'Sunshine'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,3278,0yM5XmFaY1w,2,It's a track from their album 'Mon Chance'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,392,ilgzgtS8NjE,4,was released in 2012.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,147,CX5a4IWs26Q,1,How about 'Phantom Girl's First Love' by 坂本美雨?,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,2091,zk95uvOdm3M,4,It's part of the album 'Get Lucky',metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,3781,EQNZdov8tA4,1,I recommend 'Aqui Te Va' by Eddy K ft; 21.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,2656,6Bk2FxG-XQ0,1,"In that case, I would recommend 'Hold Me Tight' by ASIAN KUNG-FU GENERATION.",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,405,-MLZuYZJ6Bw,2,It's a track from their album 'Freestyle Berceuse'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,272,SL43xOqNcw0,2,It's a track from their album 'Raise Me Up'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,2141,rCjAoJN61Ek,2,It's a track from their album 'Samba Funk'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,2238,B_gJfu2dCtg,1,I recommend 'Jabz Digi - Digi' by Jabz Digi.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,2472,_DfVcS-C2aA,2,It's a track from their album 'G|ZUP'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,350,j-9nscEQ3CA,1,"In that case, I would recommend 'Levels (Radio Edit)' by Avicii.",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,454,sliGVW57LNc,5,It was released in 2014,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,2992,LZ8PPrf2DYk,1,How about 'Unforgivable' by Dayo Amusa ft Damz?,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,314,09MT0GCDw7Y,5,The song was released in 2013,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,883,zidd76nPp3c,1,Allow me to recommend 'Cutesylvania' by Cutesylvania.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,40,ldHV3ewjZxQ,1,How about 'My Ticket Home' by My Ticket Home?,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,1698,lgBOgKr-HJo,2,It's a track from his album 'Bacchanalist'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,4072,NGyJmYhMfHc,1,Allow me to recommend 'Let It Ride' by Jay Da Costa.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,3524,ErLwXKDpWNo,1,How about 'More Sugar' by Nothing Special?,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,3569,71IGqqIDRAU,5,It was released in 2014,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,3810,ZkyXGdISEAU,5,It was released in 2014,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,3468,_jNgKQzEJdI,4,"electronic music, which aligns well with your preferences.",preference,preference-supported,preference-supported,electronic,supported,"the user demonstrates a strong preference for energetic and vibrant rock music, characterized by powerful guitar riffs and a tight, driving rhythm section. they appreciate music that evokes a sense of enthusiasm and positivity, often describing it as 'sunshine in rock music.' while open to exploring new sounds, the user gravitates towards music with a raw, gritty feel and a tangible sense of energy, rejecting overly polished or frantic electronic tracks. comparisons to retro school band and b.a.p’s “no mercy” highlight their appreciation for both instrumental complexity and impactful, aggressive energy. the user strongly prefers energetic rock music. the user values powerful and driving guitar riffs as a key element in their preferred music. the user appreciates a tight and driving rhythm section. the user enjoys music with a vibrant and positive energy, often described as 'sunshine'. the user appreciates music with a sense of impactful, aggressive energy, as exemplified by b.a.p’s “no mercy”. the user finds value in instrumental complexity and layered riffs.","the user prefers music with a raw, gritty feel over overly polished electronic tracks."
exp_01,2542,6M_eTnDXHb0,1,Allow me to recommend 'I Don't Like' by Young Chop.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,3485,P8gR-zLdzaI,5,It was released in 2012,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,1796,DU2pngYP8oY,2,It's a track from his album 'Poùpoùkoù'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,3062,s9ruvfWLLL0,1,Allow me to recommend 'Without You' by David Guetta.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,721,yKJ5xhE917A,6,performed by the London Symphony Orchestra.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,926,SBf_szDS2wc,2,It's a track from her album 'Love Me All Over Again'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,4049,IEkxniqKiLs,1,Allow me to recommend 'Chewy' by Sharon Doorson.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_01,3101,oFYc8RlHujQ,1,Allow me to recommend 'One Hundred' by RapStar Harts.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,2123,Uive4DMqAdc,5,It was released in 2013,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,399,IIEcdkjqs-U,2,It's a track from their album 'Wine On De Truck'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,56,oVK_qUolRb8,2,This track is part of their album 'Teenage Riot',metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,1091,tiZD5VxG2pw,1,Allow me to recommend 'Remember The Time' by Fort Minor.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,2161,Ro8shNTlzTY,2,It's a track from their album 'Today'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3526,vpocanrj70w,1,How about 'JIJ' by BMW?,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,1455,XXgtN7TA1V8,1,"100% In that case, I would recommend 'Всё, что я знаю' by Just name.",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,1832,cG6b_esZVVA,1,100% Let me recommend 'Let's Go' by Young Sweet featuring K.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,2480,KNVhtqLqM9g,4,"electronic genres, which aligns well with your preferences.",preference,preference-supported,preference-supported,electronic,supported,"the user demonstrates a preference for music that is atmospheric and thoughtfully crafted, often appreciating layered soundscapes and delicate vocals. while initially hesitant towards electronic music, they were captivated by a track with a haunting, ethereal quality and intricate production. the user values warmth and space in music, and seems open to exploring music with prominent guitar sounds, though not necessarily distorted. the user appreciates music with a calming and atmospheric quality. the user enjoys layered electronic soundscapes and intricate production. the user prefers music with delicate, ethereal vocals. the user generally gravitates towards rock music. the user values warmth and space in music. the user is open to music featuring prominent guitar sounds, but prefers a non-distorted, atmospheric tone.","they generally lean towards rock music, particularly artists with a softer, more atmospheric sound, and express a dislike for intensely energetic or heavily electronic tracks. the user dislikes intensely energetic or heavily electronic music."
exp_02,677,YTbCoZixgNc,2,It's a track from their album 'Living on H'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,1433,tWwahpQYfZM,1,pop elements can be found in the track 'TAKE THIS' by DON DIEGOH.,metadata,metadata-supported,metadata-supported,pop,not_found,,
exp_02,3365,SQBmCpPJGGw,3,This track is part of the album 'Moldovenii s-au nascut',metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,1990,4tSmxshORAw,5,It was released in 2013,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,1056,kHzC8YAe2Oc,2,It's a track from their album 'Danza Kuduro (Throw Your Hands Up)'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,789,_73xaU2IQ9I,1,16 BARZ's 'NITRO' is a perfect fit for your needs.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,4086,7i_CtlGr8fo,1,Allow me to recommend 'Tell Me Why' by SebastiAn.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3511,MSpw0ppP0U0,2,It's a track from their album 'BAYHOOD'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,1985,UPb1kD3t8YA,1,Allow me to recommend 'No One is Right' by Joey n' Blaze.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,580,YclmCZxHj9Y,2,It's a track from their album 'To Plant A Seed'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,2584,3z3HljBQ-y0,2,dance track with soulful vocals by a female vocalist.,metadata,metadata-supported,metadata-supported,dance;vocal;vocals,supported,,
exp_02,1791,AH6c3IKHWUA,1,I suggest 'Sorry Im Taken' by Naomi Wamboe.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,2394,MIXcDv47bXg,3,It's a track from their album 'Selamat Pagi'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,807,MbQSUj0suMs,1,証 by すずきももこ; はるかはるか; あやまん; あやまんのお姉さん; あやまんのお兄さん; あやまんのお父さん; あやまんのお母さん; あやまんのお兄さんのお姉さん; あやまんのお兄さんのお父さん; あやまんのお兄さん,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,2391,VKhf7ChzFrc,3,This track is part of their album 'Kelan',metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3438,KKb4QFLV8kg,1,Allow me to recommend 'Animal I Have Become' by Three Days Grace.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,1051,_Kyfs0LKNp0,2,It's a track from his album 'Eastside Boogie'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3099,zUwmJd2CnEw,1,I would recommend 'Fallin' by Gin Dutch.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,454,sliGVW57LNc,2,How about 'Mixtape' by ZEHEF?,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3617,LHtr5NdjsOk,1,100% In Love - Emmanuel & Eruore Wedding Day by JusJoe Design.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,1467,RyChzcVMHHY,1,100% In Love (Radio Edit) by The Saturdays would be a perfect fit for your video.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,2158,4fBQv-wF-oI,2,It's a track from their album 'Lies'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3238,499at_3Mki8,2,It's a track from Gazi'Antep's album 'Gazi'Antep'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,2573,VQfcZ3yBWdk,1,Allow me to recommend 'Me Llevas al Cielo' by C-Shot featuring Alejandro Cole.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,823,Yt-71z8zExo,1,I would recommend 'I'm Free' by Tasha feat;.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3221,1jcKJCvYWRs,1,Allow me to recommend 'Sigo Aqui' by Nicky Jam featuring Miguel Javkin.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,2987,Umikfafqytg,1,100% I understand your preference for The Viking Project's style.,preference,preference-supported,preference-supported,,uncheckable,"the user demonstrates a clear preference for rock music characterized by energetic and driving rhythms, but with a thoughtful and soulful undercurrent. they appreciate layered instrumentation, particularly acoustic guitar, and soulful vocals. while open to exploring new tracks, the user gravitates towards music that feels raw and less polished, avoiding overly produced or intensely energetic sounds. a folk influence is highly desirable, and they seek a more subdued and contemplative vibe rather than bright or insistent rhythms. the user values music that evokes a sense of depth and emotional resonance. the user prefers rock music with energetic and driving rhythms. the user appreciates music with a thoughtful and soulful feel. the user favors layered instrumentation, especially acoustic guitar. the user prefers music with soulful vocals. the user enjoys music with a folk influence. the user seeks music with a subdued and contemplative vibe.","the user dislikes overly polished or produced music, preferring a raw sound. the user avoids music that is overly bright or insistent in rhythm."
exp_02,3632,jobVnnvmtXA,1,1st I'd like to recommend 'Trapping' by YSMK Greedy.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,1575,qC8TEHSBe0A,1,Allow me to recommend 'I'm In Love' by KD ROSE featuring DANIEL B.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,4001,qVMPAqwkyls,4,It's part of the album 'Altered Beast',metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,553,ynVK3EsW9Ws,1,100% In The Zone by LZ would be a perfect fit for your video.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,4138,gseTAVoYnpY,3,"Although I don't have much information about the album or artists, the song itself aligns well with the pop",metadata,metadata-supported,metadata-supported,pop,supported,,
exp_02,626,Jfi-SWjJsgU,2,"Lofti DK, 'Number One' by Masta Flow",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,462,d4L4l62bWZU,2,"Unfortunately, I don't have any information about the track name, album name, or artists for this specific music.",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,2716,_rfvgrForo4,1,I recommend 'Nobody' by DJ Quik featuring Suga Free & Ty Dolla $ign.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,1216,1lm83Tua1g8,1,青色の航海 by 山本雅也 is a track that aligns well with your preferences.,preference,preference-supported,preference-supported,,uncheckable,"the user demonstrates a clear preference for music with a strong, driving beat, often leaning towards pop with rock and alternative influences. they appreciate powerful vocals and intricate guitar work, as exemplified by their admiration for 山本雅也『青色の航海』. they seem to value atmosphere and emotion over sheer energy, and express a desire for music that isn't overly subdued, suggesting a nuanced appreciation for dynamic range. the user prefers music with a strong, driving beat. the user enjoys pop music with rock and alternative influences. the user appreciates powerful vocals and intricate guitar work. the user prefers music that allows vocals to shine. the user appreciates music with a nostalgic or wistful feeling.","while open to exploring new sounds, the user gravitates towards music that provides space for vocals and avoids overly intense or 'busy' arrangements. the user dislikes music described as 'busy' or 'intense'. the user is not fond of music that is overly subdued."
exp_02,2047,vjsCA2zt3ZU,4,"guitar, which aligns well with your preferences.",preference,preference-supported,preference-supported,guitar,not_found,"the user demonstrates a clear preference for music with strong female vocals and a cinematic, atmospheric quality. while appreciating a driving beat, they generally lean towards moodier, less upbeat sounds and find highly produced or scattered genre mixes overwhelming. they value emotive vocals and appreciate a sense of depth and layering in music. the user's recent listening history includes artists like ungu and poe karen, suggesting an affinity for raw and less polished sounds, though they are open to exploring more modern and layered productions if the overall mood aligns with their preferences. they seem to be seeking music that evokes a sense of melancholy and drama. the user appreciates music featuring powerful and emotive female vocals. the user favors music with a cinematic and atmospheric quality, often characterized by building layers of sound. the user values raw and less polished sounds, as evidenced by their recent listening to ungu and poe karen. the user appreciates a driving beat, but it must be balanced with a darker or more contemplative mood. the user is open to exploring modern and layered productions, provided they maintain a desired atmospheric quality.",the user prefers a moodier aesthetic and tends to avoid overly upbeat or frantic tempos. the user finds highly produced or genre-mixed music overwhelming if it lacks a cohesive mood.
exp_02,1176,BzQTB2QCuHM,2,It's a track from their album 'Dream Street'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3355,nQ_ckIdyYi8,1,100% Inspired by 'Ana Tijoux' Clip.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,574,MItDP6_js7I,1,Allow me to recommend 'Sin Ti' by Utopia.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3363,My2J8QIPK_4,1,I recommend 'Na Na Na (Na Na Na Na Na Na Na Na)' by My Chemical Romance.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3699,U9X4WLfSkh4,1,Allow me to recommend 'ひまわり色のカーディガン' by Chameleon.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,1916,qAPJJgtQqV4,2,"alternative vibe, I would recommend 'Sunny Day' by スリースター.",metadata,metadata-supported,metadata-supported,alternative,supported,,
exp_02,1962,kEfo8WvxuJE,2,It's a track from their album 'The Last of the Fallen'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3947,8VlYAxLi0lc,2,It's a track from their album 'Điên cuồng'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3502,eRlJXiPDYx8,1,Allow me to recommend 'Гэрлүүгэ' by Nuluu.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,2482,fLX_A80dMVw,3,It's a beautiful song that captures the essence of the evening sky.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3722,SxAA9De-VCI,4,was released in 2013.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3304,SmvuIXEqzFs,2,It's a track from Skrillex's album 'Bangarang'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,29,nZHpYFQ9v1s,1,Allow me to recommend 'Escape' by Hardson.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_02,3162,LXnSNDpVDNY,1,Allow me to recommend 'Them Against Me Intro' by El Frank.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,4193,dozTr-0v_zE,2,It's a track from their album 'The End'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,2819,clwWCMWqqzk,4,It's part of the album 'To Anyone',metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,1644,gXnVHH5_AMQ,1,Allow me to recommend 'She Is Love' by Parachute.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,2593,wuHIwxqwrL0,1,Allow me to recommend 'Te Amo Jesus (Ao Vivo)' by Ministério Unção Ágape.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,790,s72vBTKQdK4,2,It's a track from the album 'I'm A Boss'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,2195,B87F4tbLd-Y,2,It's a track from their album 'Funky'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,784,KVS4FrLsybs,3,"Although I don't have much information about the specific album or artists, the track itself falls under the genres of hip-hop, electronic, rock, indie",metadata,metadata-supported,metadata-supported,electronic;hip-hop;indie;rock,supported,,
exp_03,2210,n-MiM-VMm5A,2,It's a track from his album 'Love Is Alive'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,322,acVSNozfuOg,3,"Although I don't have much information about the specific album or artist, the song's description mentions that it's a hit in Kenya.",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,3953,PwKCnw5uUpE,1,Allow me to recommend 'Moving On' by ARTefici.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,3730,ekHVzHN53Cc,1,I suggest considering 'I Got That' by Meek Mill featuring Kayla Brianna.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,1860,UmC3GDmbFVs,1,Allow me to recommend 'Burn Bright' by My Chemical Romance.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,3969,cnM1PnOUGHs,1,How about '날개' by Son Sua?,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,2455,gRKzFMRviAs,1,I suggest 'We Are One (Ole Ola)' by Pitbull.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,611,7PM0pvuPQE4,1,I recommend 'Azt mondtam' by FISH!.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,2537,nmlSnbZL9YI,4,It's part of the album 'Mi Vida',metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,1097,Xnr_oPLUpHg,1,"In that case, I would recommend 'I'm So Kool' by Antnee Mac.",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,1754,C6gxqdrUfj8,1,"In that case, I would recommend 'Slow Down' by The Dirty Stayouts.",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,3240,hhVhlyqXdeM,1,How about 'You Are Faithful' by Hillsong?,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,3229,IfonhRkfaf0,3,"various artists, including J-Kwon, Kanye West",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,1052,d5ojZL_39K0,2,It's a track from their album 'אני לא אומר לך לא'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,3718,RdCMRG3fJeY,4,was released in 2009.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,4024,ivE5CrFMBJk,4,"Although I don't have much information about this specific track, it aligns well with your preference for a samba",preference,preference-supported,preference-supported,,uncheckable,"the user demonstrates a clear preference for energetic and vibrant music that evokes a desire to move. they appreciate strong vocals, powerful drums, and driving guitar riffs, particularly when blended with elements of rock and pop. brazilian samba influences are appealing, and the user has shown an interest in funk elements within music. they value a strong groove and appreciate instrumentation that contributes to a lively and engaging listening experience. the user prefers energetic and vibrant music that encourages movement. the user enjoys music with strong, clear vocals. the user appreciates powerful drum performances and driving rhythms. the user favors music featuring prominent and energetic guitar riffs. the user is drawn to a blend of rock and pop musical styles. the user is interested in brazilian samba influences within music. the user appreciates funk elements within music.","while open to exploring new sounds, the user gravitates towards music with a noticeable 'punch' and a directness that avoids overly complex or atmospheric textures. the user seeks music with a 'punch' and avoids overly atmospheric or complex textures."
exp_03,1892,-sks_McbbqM,2,It's a track from his album 'The 8 Year Affair'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,2251,KbPGYi3-F_I,4,"dance, which aligns well with Los Generales' style.",metadata,metadata-supported,metadata-supported,dance,supported,,
exp_03,390,SrAryi6PJtM,2,It's a track from the album 'Avec amour' by K.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,3176,gEf4MaTeMmg,2,It's a track from JayM's album 'She Ready Now'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,1416,-VNPHehBNh8,1,How about 'Dynamite (Jose Guerra Electro Remix)' by Taio Cruz?,metadata,metadata-supported,metadata-supported,electronic,supported,,
exp_03,405,-MLZuYZJ6Bw,3,"Although I don't have much information about the specific album or artists, this track might provide the experimental",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,456,8pXrz4FLXHI,1,"In that case, I would recommend 'Ljubav Dajem Ništa Drugo Nemam' by Arteški Bunar.",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,467,3_yLrB23dMY,2,It's a track by E L R E Y H Δ Μ U E R T Ꝋ.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,4168,8uQ8J54abxg,2,"It's a track by Vázquez Sounds, a group of musicians from the Vázquez family.",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,3224,fOkOfTLcScY,1,"In that case, I would recommend 'Estrategia Verbal - Amor A Primera Vista'.",metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,959,oAAOyTbXflE,1,Allow me to recommend 'O Conto do Nerd e Seu Coração Partido'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,1996,cz4dajhFQz8,1,Allow me to recommend 'Sou Maloqueiro' by Mc Thiaguinho da CV.,metadata,metadata-supported,metadata-supported,,uncheckable,,
exp_03,2958,cViUURytFYk,2,It's a track from his album 'Count on Me'.,metadata,metadata-supported,metadata-supported,,uncheckable,,
