sample_idx,video_id,gt_music_id,top1_music_id,top1_video_id,top1_is_gt,rank,preference_variant,generation_mode,prompt_variant,title_source,user_text,original_user_text,generated_text,reference_text,top1_reference_text,music_title,music_artist,generated_mentions_top1_title,generated_mentions_top1_artist,title_consistency,needs_manual_review,is_fallback,scope_note
166,QKvUGxF7qzA,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA,1,1,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds good, but I would also like to incorporate some rock and punk elements in the music recommendation. I'm interested in fast-paced and loud tracks with guitar and techno influences.","1. 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines elements of rock, punk, and alternative with an indie touch. It has a fast-paced and energetic sound with a modern dance and pop vibe.","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.",Stadt der Engel,Massendefekt,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
166,QKvUGxF7qzA,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA,1,1,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds good, but I would also like to incorporate some rock and punk elements in the music recommendation. I'm interested in fast-paced and loud tracks with guitar and techno influences.",アルバム「The Last Stand」の収録曲「Stadt der Engel」のPVに合わせて、私が好きな音楽を探してみました。,"Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.",Stadt der Engel,Massendefekt,1,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
215,yyaNJKJ6y6k,yyaNJKJ6y6k_0hMrj3zZxB8,M_1g1N4ilQM_EzZS4gQm0dU,M_1g1N4ilQM,0,56,original,top1_prompt_level_preference_counterfactual,original,top1_reference,I like the sound of that but was hoping for something with a bit more of an electronic and dance feel. Something that really gets the energy up.,I like the sound of that but was hoping for something with a bit more of an electronic and dance feel. Something that really gets the energy up.,"If you're looking for a track with a strong electronic and dance feel, I would recommend 'Sweet Dreams' by The Candy Shop Boys. This track is a perfect blend of electronic, dance, and pop genres, with a touch of ambient. It's a high-energy track that will definitely get the energy up in your video.","In that case, 'The Pretender' by Infected Mushroom would be a perfect fit. This track is from their album 'Army of Mushrooms' and combines electronic, dance, electronica, and rock elements for an energetic and engaging listen. It's known for its techno, fast, electronic, loud, and dance characteristics, making it great for lifting the energy of any project.","I apologize, but I don't have any specific recommendations that meet your requirements for ambient and pop elements. However, 'Swimmers Can Drown' by I:Scintilla is an electronic track with ambient and pop influences. It might be worth checking out to see if it fits your video.","t have any specific recommendations that meet your requirements for ambient and pop elements. However, 'Swimmers Can Drown",I:Scintilla is an electronic track with ambient and pop influences,0,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
215,yyaNJKJ6y6k,yyaNJKJ6y6k_0hMrj3zZxB8,M_1g1N4ilQM_EzZS4gQm0dU,M_1g1N4ilQM,0,56,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.",I like the sound of that but was hoping for something with a bit more of an electronic and dance feel. Something that really gets the energy up.,1. 'Swimmers Can Drown' by I:Scintilla. It's an electronic track with ambient and pop elements. The song has a fast tempo and a modern dance vibe that could be a fitting choice for your video.,"In that case, 'The Pretender' by Infected Mushroom would be a perfect fit. This track is from their album 'Army of Mushrooms' and combines electronic, dance, electronica, and rock elements for an energetic and engaging listen. It's known for its techno, fast, electronic, loud, and dance characteristics, making it great for lifting the energy of any project.","I apologize, but I don't have any specific recommendations that meet your requirements for ambient and pop elements. However, 'Swimmers Can Drown' by I:Scintilla is an electronic track with ambient and pop influences. It might be worth checking out to see if it fits your video.","t have any specific recommendations that meet your requirements for ambient and pop elements. However, 'Swimmers Can Drown",I:Scintilla is an electronic track with ambient and pop influences,0,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
215,yyaNJKJ6y6k,yyaNJKJ6y6k_0hMrj3zZxB8,M_1g1N4ilQM_EzZS4gQm0dU,M_1g1N4ilQM,0,56,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.",I like the sound of that but was hoping for something with a bit more of an electronic and dance feel. Something that really gets the energy up.,"For a lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood, I recommend 'The Last Song' by The Last Song. It's a track from the album 'The Last Song' and offers a beautiful blend of electronic, pop, and ambient genres.","In that case, 'The Pretender' by Infected Mushroom would be a perfect fit. This track is from their album 'Army of Mushrooms' and combines electronic, dance, electronica, and rock elements for an energetic and engaging listen. It's known for its techno, fast, electronic, loud, and dance characteristics, making it great for lifting the energy of any project.","I apologize, but I don't have any specific recommendations that meet your requirements for ambient and pop elements. However, 'Swimmers Can Drown' by I:Scintilla is an electronic track with ambient and pop influences. It might be worth checking out to see if it fits your video.","t have any specific recommendations that meet your requirements for ambient and pop elements. However, 'Swimmers Can Drown",I:Scintilla is an electronic track with ambient and pop influences,0,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
256,JOUczfMaLTE,JOUczfMaLTE_F91pQy19-j0,4_xX_eZB850_swPTHOaj1tA,4_xX_eZB850,0,73,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds great, but I want to incorporate elements of Juaninacka's style into the music as well. I'm looking for a track that combines hip-hop and electronic genres, with a chillout and rock vibe. Can you recommend something like that?","That sounds great, but I want to incorporate elements of Juaninacka's style into the music as well. I'm looking for a track that combines hip-hop and electronic genres, with a chillout and rock vibe. Can you recommend something like that?","Sure! How about 'Juaninacka' by Juaninacka? It's a track from his album 'Juaninacka'. The song combines elements of hip-hop, electronic, and rock genres, with a chillout vibe. It was released in 2012 and has a unique blend of styles that could be a fitting choice for your video.",Allow me to recommend 'Fe' by Juaninacka. It's a track from his album '41100 Rock'. This song blends hip-hop and electronic elements with a chillout and rock influence. It was released as an official music video and captures the essence of Juaninacka's unique style. The track was recorded as part of his discography and may have the specific elements you're looking for.,"Allow me to recommend 'Perseverance & Capital-X' by Businessmen. It's a hip-hop track with rock, electronic, and indie influences. The song was produced by 2Deep of Anno Domini and has a distinctive sound. It aligns well with the energetic and fast-paced vibe you're looking for.",Perseverance & Capital-X,Businessmen,0,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
256,JOUczfMaLTE,JOUczfMaLTE_F91pQy19-j0,4_xX_eZB850_swPTHOaj1tA,4_xX_eZB850,0,73,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I want to incorporate elements of Juaninacka's style into the music as well. I'm looking for a track that combines hip-hop and electronic genres, with a chillout and rock vibe. Can you recommend something like that?","1. 'Perseverance & Capital-X' by Businessmen. It's a track from their album 'Businessmen'. It combines elements of hip-hop, electronic, rock, and pop with an indie touch. The song has a fast-paced techno sound with a male vocal. It was released in 2011 and has a music video directed by Jacek Szymanski.",Allow me to recommend 'Fe' by Juaninacka. It's a track from his album '41100 Rock'. This song blends hip-hop and electronic elements with a chillout and rock influence. It was released as an official music video and captures the essence of Juaninacka's unique style. The track was recorded as part of his discography and may have the specific elements you're looking for.,"Allow me to recommend 'Perseverance & Capital-X' by Businessmen. It's a hip-hop track with rock, electronic, and indie influences. The song was produced by 2Deep of Anno Domini and has a distinctive sound. It aligns well with the energetic and fast-paced vibe you're looking for.",Perseverance & Capital-X,Businessmen,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
256,JOUczfMaLTE,JOUczfMaLTE_F91pQy19-j0,4_xX_eZB850_swPTHOaj1tA,4_xX_eZB850,0,73,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I want to incorporate elements of Juaninacka's style into the music as well. I'm looking for a track that combines hip-hop and electronic genres, with a chillout and rock vibe. Can you recommend something like that?","1. 'Perseverance & Capital-X' by Businessmen. It's a track with lyrical piano background music that aligns with your preferences. Although there is no specific information about the album, artists, or track name, the description mentions that it's a hip-hop track with electronic and rock influences.",Allow me to recommend 'Fe' by Juaninacka. It's a track from his album '41100 Rock'. This song blends hip-hop and electronic elements with a chillout and rock influence. It was released as an official music video and captures the essence of Juaninacka's unique style. The track was recorded as part of his discography and may have the specific elements you're looking for.,"Allow me to recommend 'Perseverance & Capital-X' by Businessmen. It's a hip-hop track with rock, electronic, and indie influences. The song was produced by 2Deep of Anno Domini and has a distinctive sound. It aligns well with the energetic and fast-paced vibe you're looking for.",Perseverance & Capital-X,Businessmen,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
261,dLkm-Bpkgv4,dLkm-Bpkgv4_Hwl1Bf4gLvI,J3ZcmGw64_8_STkmrH0SVZ8,J3ZcmGw64_8,0,26,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"Sounds interesting, but I'm looking for something with a heavier and more experimental sound. Do you have any recommendations?","Sounds interesting, but I'm looking for something with a heavier and more experimental sound. Do you have any recommendations?","100% Certainly! If you're looking for a heavier and more experimental sound, I would recommend 'The Devil's Son' by The Devil's Son. This track is part of their album 'The Devil's Son' and offers a unique blend of metal, rock, punk, and experimental genres. It has a powerful and intense sound that will add a captivating element to your video.","Certainly! For a heavier and more experimental sound, I would recommend 'Also Am I' by 36 Crazyfists. This track is a blend of metal, rock, alternative, and experimental genres. It is part of the album 'Time And Trauma' and was released in 2014. The music video for this track was produced by Spinefarm Records, a Universal Music Company.","Allow me to recommend 'Stockholm Syndrome' by Muse. It's a live performance of the song from the Wembley HAARP concert. It combines elements of rock, alternative, and punk with fast-paced drums that could be a fitting choice for your video. It captures the energetic and intense rock sound that Muse is known for.",Stockholm Syndrome,Muse,0,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
261,dLkm-Bpkgv4,dLkm-Bpkgv4_Hwl1Bf4gLvI,J3ZcmGw64_8_STkmrH0SVZ8,J3ZcmGw64_8,0,26,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","Sounds interesting, but I'm looking for something with a heavier and more experimental sound. Do you have any recommendations?","1. 'United States of Eurasia' by Muse
This track is from the album 'United States of Eurasia' by Muse. It falls under the genres of rock, metal, and alternative with indie influences. The song has a fast-paced and energetic sound with a modern dance or pop feel. It was released in 2003, which may contain the specific elements you're looking for.","Certainly! For a heavier and more experimental sound, I would recommend 'Also Am I' by 36 Crazyfists. This track is a blend of metal, rock, alternative, and experimental genres. It is part of the album 'Time And Trauma' and was released in 2014. The music video for this track was produced by Spinefarm Records, a Universal Music Company.","Allow me to recommend 'Stockholm Syndrome' by Muse. It's a live performance of the song from the Wembley HAARP concert. It combines elements of rock, alternative, and punk with fast-paced drums that could be a fitting choice for your video. It captures the energetic and intense rock sound that Muse is known for.",Stockholm Syndrome,Muse,0,1,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
261,dLkm-Bpkgv4,dLkm-Bpkgv4_Hwl1Bf4gLvI,J3ZcmGw64_8_STkmrH0SVZ8,J3ZcmGw64_8,0,26,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","Sounds interesting, but I'm looking for something with a heavier and more experimental sound. Do you have any recommendations?",アーティストの紹介はありません。 アーティストの紹介はありません。 アーティストの紹介はありません。 アーティストの紹介はありません。 アーティストの紹介はありません。 アーティストの紹介はありません。 アーティストの紹介はあり,"Certainly! For a heavier and more experimental sound, I would recommend 'Also Am I' by 36 Crazyfists. This track is a blend of metal, rock, alternative, and experimental genres. It is part of the album 'Time And Trauma' and was released in 2014. The music video for this track was produced by Spinefarm Records, a Universal Music Company.","Allow me to recommend 'Stockholm Syndrome' by Muse. It's a live performance of the song from the Wembley HAARP concert. It combines elements of rock, alternative, and punk with fast-paced drums that could be a fitting choice for your video. It captures the energetic and intense rock sound that Muse is known for.",Stockholm Syndrome,Muse,0,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
307,DL3dhkazIc8,DL3dhkazIc8_tQjxTUSkOqs,xuNe1URKVk4_fNJe03Ci1zU,xuNe1URKVk4,0,4,original,top1_prompt_level_preference_counterfactual,original,top1_reference,That sounds great! I'm also interested in incorporating some elements of Redhooknoodles' hip-hop style with electronic and jazz influences. Do you have any recommendations?,That sounds great! I'm also interested in incorporating some elements of Redhooknoodles' hip-hop style with electronic and jazz influences. Do you have any recommendations?,Sure! I recommend 'Redhooknoodles - 10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"Certainly! I suggest you consider using 'Sick Perfect Banger hip-hop beat {rap} Instrumental' by Redhooknoodles. Although I couldn't find the specific track name, Redhooknoodles is known for producing hip-hop beats with electronic, pop, and jazz elements. This instrumental track can provide a unique and dynamic background for your video.","Allow me to recommend a track from 顏冠希JY. Unfortunately, I don't have any specific information about their music. However, based on the genres they are associated with, such as electronic, rock, and pop, I suggest exploring their discography and selecting a track that aligns with your preferences.",,,,,,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
307,DL3dhkazIc8,DL3dhkazIc8_tQjxTUSkOqs,xuNe1URKVk4_fNJe03Ci1zU,xuNe1URKVk4,0,4,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.",That sounds great! I'm also interested in incorporating some elements of Redhooknoodles' hip-hop style with electronic and jazz influences. Do you have any recommendations?,"1. 'Dance Like Nobody's Watching' by The Stereo MCs. It's a track from their album 'Dance Like Nobody's Watching'. This song combines elements of hip-hop, electronic, rock, and experimental genres, with a touch of dance and pop. It has a fast-paced beat and a modern dance vibe that could be a great fit for your video.","Certainly! I suggest you consider using 'Sick Perfect Banger hip-hop beat {rap} Instrumental' by Redhooknoodles. Although I couldn't find the specific track name, Redhooknoodles is known for producing hip-hop beats with electronic, pop, and jazz elements. This instrumental track can provide a unique and dynamic background for your video.","Allow me to recommend a track from 顏冠希JY. Unfortunately, I don't have any specific information about their music. However, based on the genres they are associated with, such as electronic, rock, and pop, I suggest exploring their discography and selecting a track that aligns with your preferences.",,,,,,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
