sample_idx,video_id,gt_music_id,top1_music_id,top1_video_id,condition,claim_id,claim_text,parent_sentence,parent_source,parent_claim_type,generation_degenerate,degenerate_reason,is_truncated_fragment,bucket,bucket_label,subtype,evidence_note,genre_terms,genre_verification,genre_supported,genre_missing,quoted_names,quoted_verification,external_evidence_available,needs_human_review,generated_text
54,_8YWB9SlUFU,_8YWB9SlUFU_QP5qHCe9FP4,X9qC7p7L7Ak_8zXy6LPpr1Y,X9qC7p7L7Ak,wo_ltp,1,5th that is for that.,5th that is for that.,unsupported,unknown,1,top_token_share=0.40,0,E7_degenerate_generation,生成崩潰（退化輸出）,degenerate_output,整段生成為退化輸出（top_token_share=0.40），此時的 unsupported 反映生成崩潰而非主張缺乏證據,,not_applicable,,,,not_applicable,1,0,. is is that. 5th that is for that. 5th that. 4.4. 4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4.4444444444444444444444444444444444444444444444444444
104,iV3xE72xNJg,iV3xE72xNJg_K124ajZigxc,JFof9BQKYO8_FPJ4va7F1Uk,JFof9BQKYO8,full,3,The song combines electronic,"The song combines electronic and chillout elements, which aligns well with the style you're looking for.",prompt-supported,prompt,0,,1,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_prompt-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",chillout;electronic,supported,chillout;electronic,,,not_applicable,1,0,"Certainly! I recommend 'Kapris - Crystal Cavern'. It's a track from Kapris' album 'Crystal Cavern'. The song combines electronic and chillout elements, which aligns well with the style you're looking for. It was released in 2012 and has a unique and atmospheric sound."
104,iV3xE72xNJg,iV3xE72xNJg_K124ajZigxc,JFof9BQKYO8_FPJ4va7F1Uk,JFof9BQKYO8,wo_audio_feature_only,3,"Although I don't have specific information about this track, it aligns with the electronic","Although I don't have specific information about this track, it aligns with the electronic and chillout style you mentioned in the description.",audio-supported,audio,0,,1,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",chillout;electronic,supported,chillout;electronic,,,not_applicable,1,0,"I recommend 'Kapris' by Dirty Chocolate. It's an electronic and chillout style track that incorporates elements of rock, pop, and dance. Although I don't have specific information about this track, it aligns with the electronic and chillout style you mentioned in the description."
104,iV3xE72xNJg,iV3xE72xNJg_K124ajZigxc,JFof9BQKYO8_FPJ4va7F1Uk,JFof9BQKYO8,wo_prompt,3,"The song combines electronic, ambient","The song combines electronic, ambient, and experimental genres with female vocals.",audio-supported,audio,0,,1,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",ambient;electronic,supported,ambient;electronic,,,not_applicable,1,0,"I recommend 'Crystal Cavern' by Dirty Chocolate. It's a track from their album 'Dirty Chocolate'. The song combines electronic, ambient, and experimental genres with female vocals. It has a unique and atmospheric sound that could add a distinctive touch to your video."
104,iV3xE72xNJg,iV3xE72xNJg_K124ajZigxc,JFof9BQKYO8_FPJ4va7F1Uk,JFof9BQKYO8,wo_prompt,5,It has a unique,It has a unique and atmospheric sound that could add a distinctive touch to your video.,audio-supported,audio,0,,1,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,,not_applicable,1,0,"I recommend 'Crystal Cavern' by Dirty Chocolate. It's a track from their album 'Dirty Chocolate'. The song combines electronic, ambient, and experimental genres with female vocals. It has a unique and atmospheric sound that could add a distinctive touch to your video."
104,iV3xE72xNJg,iV3xE72xNJg_K124ajZigxc,JFof9BQKYO8_FPJ4va7F1Uk,JFof9BQKYO8,wo_ltp,1,I's is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is:s:s:s:s:s:s:s:s:s:s:s:s,I's is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is:s:s:s:s:s:s:s:s:s:s:s:s,unsupported,unknown,1,type_token_ratio=0.03,0,E7_degenerate_generation,生成崩潰（退化輸出）,degenerate_output,整段生成為退化輸出（type_token_ratio=0.03），此時的 unsupported 反映生成崩潰而非主張缺乏證據,,not_applicable,,,,not_applicable,1,0,I's is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is:s:s:s:s:s:s:s:s:s:s:s:s
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,full,2,It's a track that captures the essence of summer with its catchy pop,It's a track that captures the essence of summer with its catchy pop and indie rock elements.,unsupported,unknown,0,,1,E0b_rule_miss_verified,規則漏判但有證據支持,genre_claim_verified_by_tags,曲風敘述可由 musicnn 標籤／參考文本支持；v2 因 GENRE_TERMS 需搭配 anchor 詞才計為 audio 而漏判,indie;pop;rock,supported,indie;pop;rock,,,not_applicable,1,0,"In that case, 'Summer' by The Vamps, produced by The Vamps, would be a perfect fit. It's a track that captures the essence of summer with its catchy pop and indie rock elements. The Vamps are known for their energetic and upbeat music, and this collaboration is sure to bring a summery vibe to your video."
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,full,4,this collaboration is sure to bring a summery vibe to your video.,"The Vamps are known for their energetic and upbeat music, and this collaboration is sure to bring a summery vibe to your video.",audio-supported,audio,0,,0,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,,not_applicable,1,0,"In that case, 'Summer' by The Vamps, produced by The Vamps, would be a perfect fit. It's a track that captures the essence of summer with its catchy pop and indie rock elements. The Vamps are known for their energetic and upbeat music, and this collaboration is sure to bring a summery vibe to your video."
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,wo_video,2,This track is a collaboration between The Beach Boys,"This track is a collaboration between The Beach Boys and The B-52s, and it has a summery vibe that would be perfect for your video.",unsupported,unknown,0,,1,E4_vague_generic,一般性空泛描述／主觀陳述,generic_video_benefit,泛用效用或主觀陳述，本質上不具可驗證性,,not_applicable,,,,not_applicable,1,0,"In that case, I would recommend 'Summertime' by The Beach Boys. This track is a collaboration between The Beach Boys and The B-52s, and it has a summery vibe that would be perfect for your video. It's part of the album 'Summertime' and it's available on iTunes."
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,wo_video,3,it has a summery vibe that would be perfect for your video.,"This track is a collaboration between The Beach Boys and The B-52s, and it has a summery vibe that would be perfect for your video.",unsupported,unknown,0,,0,E4_vague_generic,一般性空泛描述／主觀陳述,generic_video_benefit,泛用效用或主觀陳述，本質上不具可驗證性,,not_applicable,,,,not_applicable,1,0,"In that case, I would recommend 'Summertime' by The Beach Boys. This track is a collaboration between The Beach Boys and The B-52s, and it has a summery vibe that would be perfect for your video. It's part of the album 'Summertime' and it's available on iTunes."
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,wo_video,5,it's available on iTunes.,It's part of the album 'Summertime' and it's available on iTunes.,metadata-supported,metadata,0,,0,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_metadata-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,Summertime,not_found,1,0,"In that case, I would recommend 'Summertime' by The Beach Boys. This track is a collaboration between The Beach Boys and The B-52s, and it has a summery vibe that would be perfect for your video. It's part of the album 'Summertime' and it's available on iTunes."
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,wo_audio_feature_only,2,This track is a collaboration between The Wedding Presents,This track is a collaboration between The Wedding Presents and The Wedding Presents.,unsupported,unknown,0,,1,E3_video_unsupported,影片內容不支持,specific_video_content_asserted,主張具體影片情境（如婚禮／旅遊），但模型輸入僅有 CLIP 影像特徵，規則層無法驗證，送人工複核,,not_applicable,,,,not_applicable,1,1,"In that case, I would recommend 'The Wedding Song' by The Wedding Presents. This track is a collaboration between The Wedding Presents and The Wedding Presents. It's a blend of Hip-Hop and electronic music with a mix of genres like pop, rock, and dance. The Wedding Presents is a unique blend of Hip-Hop and electronic music with a mix of genres like pop, rock, and dance. It's a collaboration between The Wedding Presents and The Wedding Presents, which is a blend of Hip-H"
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,wo_audio_feature_only,7,It's a collaboration between The Wedding Presents,"It's a collaboration between The Wedding Presents and The Wedding Presents, which is a blend of Hip-H",unsupported,unknown,0,,1,E3_video_unsupported,影片內容不支持,specific_video_content_asserted,主張具體影片情境（如婚禮／旅遊），但模型輸入僅有 CLIP 影像特徵，規則層無法驗證，送人工複核,,not_applicable,,,,not_applicable,1,1,"In that case, I would recommend 'The Wedding Song' by The Wedding Presents. This track is a collaboration between The Wedding Presents and The Wedding Presents. It's a blend of Hip-Hop and electronic music with a mix of genres like pop, rock, and dance. The Wedding Presents is a unique blend of Hip-Hop and electronic music with a mix of genres like pop, rock, and dance. It's a collaboration between The Wedding Presents and The Wedding Presents, which is a blend of Hip-H"
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,wo_audio_feature_only,8,"The Wedding Presents, which is a blend of Hip-H","It's a collaboration between The Wedding Presents and The Wedding Presents, which is a blend of Hip-H",unsupported,unknown,0,,0,E3_video_unsupported,影片內容不支持,specific_video_content_asserted,主張具體影片情境（如婚禮／旅遊），但模型輸入僅有 CLIP 影像特徵，規則層無法驗證，送人工複核,,not_applicable,,,,not_applicable,1,1,"In that case, I would recommend 'The Wedding Song' by The Wedding Presents. This track is a collaboration between The Wedding Presents and The Wedding Presents. It's a blend of Hip-Hop and electronic music with a mix of genres like pop, rock, and dance. The Wedding Presents is a unique blend of Hip-Hop and electronic music with a mix of genres like pop, rock, and dance. It's a collaboration between The Wedding Presents and The Wedding Presents, which is a blend of Hip-H"
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,wo_audio_all,3,"producers, including DJ Premier, DJ Premier","This track is a collaboration between various artists and producers, including DJ Premier, DJ Premier, and DJ Premier.",metadata-supported,metadata,0,,1,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_metadata-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",,not_applicable,,,,not_applicable,1,0,"In that case, I would recommend 'Summery Vibe - The Remix' by The Remix. This track is a collaboration between various artists and producers, including DJ Premier, DJ Premier, and DJ Premier. It has a summery vibe and is known for its electronic, Hip-Hop, and dance elements. It's a great choice for your video."
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,wo_audio_all,4,It has a summery vibe,"It has a summery vibe and is known for its electronic, Hip-Hop, and dance elements.",unsupported,unknown,0,,1,E2_metadata_unsupported,音樂元資料不支持,genre_partially_supported,"部分曲風查無支持：['dance', 'hip-hop']（musicnn 標籤有雜訊，查無支持不等於事實錯誤）",dance;electronic;hip-hop,partially_supported,electronic,dance;hip-hop,,not_applicable,1,1,"In that case, I would recommend 'Summery Vibe - The Remix' by The Remix. This track is a collaboration between various artists and producers, including DJ Premier, DJ Premier, and DJ Premier. It has a summery vibe and is known for its electronic, Hip-Hop, and dance elements. It's a great choice for your video."
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,wo_audio_all,5,"is known for its electronic, Hip-Hop","It has a summery vibe and is known for its electronic, Hip-Hop, and dance elements.",unsupported,unknown,0,,1,E2_metadata_unsupported,音樂元資料不支持,genre_partially_supported,"部分曲風查無支持：['dance', 'hip-hop']（musicnn 標籤有雜訊，查無支持不等於事實錯誤）",dance;electronic;hip-hop,partially_supported,electronic,dance;hip-hop,,not_applicable,1,1,"In that case, I would recommend 'Summery Vibe - The Remix' by The Remix. This track is a collaboration between various artists and producers, including DJ Premier, DJ Premier, and DJ Premier. It has a summery vibe and is known for its electronic, Hip-Hop, and dance elements. It's a great choice for your video."
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,wo_ltp,1,<EMPTY_GENERATION>,<EMPTY_GENERATION>,unsupported,unknown,1,type_token_ratio=0.03,0,E7_degenerate_generation,生成崩潰（退化輸出）,degenerate_output,整段生成為退化輸出（type_token_ratio=0.03），此時的 unsupported 反映生成崩潰而非主張缺乏證據,,not_applicable,,,,not_applicable,1,0,. is. is is. is is. is. and. is. is. and. is. is. and. is. and. and. is. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and
166,QKvUGxF7qzA,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA,wo_ltp,1,"that, that, that, that, that, that, that, that, that' that, that, that' that, that, that' that' that, that' that' that' that't that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that",", that., and that., and that., and that, and that, and that, and that, that, that, that, that, that, that, that, that' that, that, that' that, that, that' that' that, that' that' that' that't that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that",unsupported,unknown,1,type_token_ratio=0.06,0,E7_degenerate_generation,生成崩潰（退化輸出）,degenerate_output,整段生成為退化輸出（type_token_ratio=0.06），此時的 unsupported 反映生成崩潰而非主張缺乏證據,,not_applicable,,,,not_applicable,1,0,", that., and that., and that., and that, and that, and that, and that, that, that, that, that, that, that, that, that' that, that, that' that, that, that' that' that, that' that' that' that't that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that"
215,yyaNJKJ6y6k,yyaNJKJ6y6k_0hMrj3zZxB8,ahmgp5DyW64_ZrZqngJhrEc,ahmgp5DyW64,full,3,pop elements with a touch of rock.,"This track is a perfect fit for your needs, as it combines electronic, dance, and pop elements with a touch of rock.",general-supported,general,0,,0,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_general-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;pop;rock,supported,dance;electronic;pop;rock,,,not_applicable,1,0,"In that case, I'd recommend 'Bed In' by ベッド・イン. This track is a perfect fit for your needs, as it combines electronic, dance, and pop elements with a touch of rock. It's a high-energy song that will definitely get the energy up in your video."
215,yyaNJKJ6y6k,yyaNJKJ6y6k_0hMrj3zZxB8,ahmgp5DyW64_ZrZqngJhrEc,ahmgp5DyW64,full,4,It's a high-energy song that will definitely get the energy up in your video.,It's a high-energy song that will definitely get the energy up in your video.,unsupported,unknown,0,,0,E4_vague_generic,一般性空泛描述／主觀陳述,generic_video_benefit,泛用效用或主觀陳述，本質上不具可驗證性,,not_applicable,,,,not_applicable,1,0,"In that case, I'd recommend 'Bed In' by ベッド・イン. This track is a perfect fit for your needs, as it combines electronic, dance, and pop elements with a touch of rock. It's a high-energy song that will definitely get the energy up in your video."
215,yyaNJKJ6y6k,yyaNJKJ6y6k_0hMrj3zZxB8,ahmgp5DyW64_ZrZqngJhrEc,ahmgp5DyW64,wo_video,2,This track has an electronic,"This track has an electronic and dance feel, which will definitely get the energy up for your video.",unsupported,unknown,0,,1,E5_multi_source_ambiguous,多來源無法區分,music_property_plus_video_effect,同一子句混合曲風敘述與影片效用宣稱，無法單一歸屬,dance;electronic,supported,dance;electronic,,,not_applicable,1,0,"In that case, I would recommend 'Dance With Me' by ベッド・イン. This track has an electronic and dance feel, which will definitely get the energy up for your video. It's part of the album 'Dance With Me' by ベッド・イン."
215,yyaNJKJ6y6k,yyaNJKJ6y6k_0hMrj3zZxB8,ahmgp5DyW64_ZrZqngJhrEc,ahmgp5DyW64,wo_video,3,"dance feel, which will definitely get the energy up for your video.","This track has an electronic and dance feel, which will definitely get the energy up for your video.",unsupported,unknown,0,,0,E5_multi_source_ambiguous,多來源無法區分,music_property_plus_video_effect,同一子句混合曲風敘述與影片效用宣稱，無法單一歸屬,dance;electronic,supported,dance;electronic,,,not_applicable,1,0,"In that case, I would recommend 'Dance With Me' by ベッド・イン. This track has an electronic and dance feel, which will definitely get the energy up for your video. It's part of the album 'Dance With Me' by ベッド・イン."
215,yyaNJKJ6y6k,yyaNJKJ6y6k_0hMrj3zZxB8,ahmgp5DyW64_ZrZqngJhrEc,ahmgp5DyW64,wo_audio_feature_only,3,pop with a catchy,"It's a track that combines elements of electronic, dance, and pop with a catchy and danceable vibe.",audio-supported,audio,0,,1,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_audio-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic;pop,supported,dance;electronic;pop,,,not_applicable,1,0,"In that case, I recommend 'The Dance of the Electronic and Dance' by 2010-01-01. It's a track that combines elements of electronic, dance, and pop with a catchy and danceable vibe. It has a techno- and dance-like sound too, which could be a fitting choice for your video."
215,yyaNJKJ6y6k,yyaNJKJ6y6k_0hMrj3zZxB8,ahmgp5DyW64_ZrZqngJhrEc,ahmgp5DyW64,wo_audio_all,4,dance feel to it.,"This track is a perfect fit for your video, as it has an electronic and dance feel to it.",general-supported,general,0,,0,E0_clause_split_artifact,斷句碎片（標註流程假影）,parent_general-supported,"母句可歸屬，unsupported 係 split_claims 於 and/, 處切斷所致",dance;electronic,supported,dance;electronic,,,not_applicable,1,0,"In that case, I would recommend 'Electronic and Dance' by Lady Gaga. This track is a perfect fit for your video, as it has an electronic and dance feel to it. It's a great choice for a music video that needs a bit of an electronic and dance vibe."
215,yyaNJKJ6y6k,yyaNJKJ6y6k_0hMrj3zZxB8,ahmgp5DyW64_ZrZqngJhrEc,ahmgp5DyW64,wo_ltp,1,that is for that.,that is for that.,unsupported,unknown,1,type_token_ratio=0.03,0,E7_degenerate_generation,生成崩潰（退化輸出）,degenerate_output,整段生成為退化輸出（type_token_ratio=0.03），此時的 unsupported 反映生成崩潰而非主張缺乏證據,,not_applicable,,,,not_applicable,1,0,for. that. for that. for. that. for that. for that. that is for that. that? that. for that? for that. for that? for that. that? for that! that! that! that! that! that! that! that! that! that! that! that! that! that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that
215,yyaNJKJ6y6k,yyaNJKJ6y6k_0hMrj3zZxB8,ahmgp5DyW64_ZrZqngJhrEc,ahmgp5DyW64,wo_ltp,2,that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that,that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that,unsupported,unknown,1,type_token_ratio=0.03,0,E7_degenerate_generation,生成崩潰（退化輸出）,degenerate_output,整段生成為退化輸出（type_token_ratio=0.03），此時的 unsupported 反映生成崩潰而非主張缺乏證據,,not_applicable,,,,not_applicable,1,0,for. that. for that. for. that. for that. for that. that is for that. that? that. for that? for that. for that? for that. that? for that! that! that! that! that! that! that! that! that! that! that! that! that! that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that
