sample_idx,video_id,gt_music_id,top1_music_id,top1_video_id,top1_is_gt,rank,preference_variant,generation_mode,prompt_variant,title_source,user_text,original_user_text,generated_text,reference_text,top1_reference_text,music_title,music_artist,generated_mentions_top1_title,generated_mentions_top1_artist,title_consistency,needs_manual_review,is_fallback,scope_note
1060,D8B7F9T1eZM,D8B7F9T1eZM_z08BQP7eZX4,D8B7F9T1eZM_z08BQP7eZX4,D8B7F9T1eZM,1,1,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds interesting, but I would like to incorporate a bit more of Die Lollipops' style, especially their electronic and rock elements. I'm also interested in female vocals and drum influences.","In that case, I recommend 'Pssst' by Die Lollipops. This track is from their album 'Pssst' and offers a perfect blend of electronic, dance, and pop genres. It has a catchy beat and a bright mood that will add energy to your video.","Allow me to recommend 'Pssst' by Die Lollipops. It's a track from their album 'Zusammen sind wir doppelt stark-Unser Freundschaftsalbum'. The song combines electronic and rock elements with energetic female vocals. It has a catchy dance vibe and could be a fitting choice for your video. Unfortunately, there is no additional description information available for this track.","Allow me to recommend 'Pssst' by Die Lollipops. It's a track from their album 'Zusammen sind wir doppelt stark-Unser Freundschaftsalbum'. The song combines electronic and rock elements with energetic female vocals. It has a catchy dance vibe and could be a fitting choice for your video. Unfortunately, there is no additional description information available for this track.",Pssst,Die Lollipops,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1060,D8B7F9T1eZM,D8B7F9T1eZM_z08BQP7eZX4,D8B7F9T1eZM_z08BQP7eZX4,D8B7F9T1eZM,1,1,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds interesting, but I would like to incorporate a bit more of Die Lollipops' style, especially their electronic and rock elements. I'm also interested in female vocals and drum influences.","Allow me to recommend 'Pssst' by Die Lollipops. It's a track from their album 'Pssst'. The song combines elements of pop, dance, and electronic music with a touch of rock. It features female vocals and has a slow tempo, which creates a soothing and sentimental atmosphere.","Allow me to recommend 'Pssst' by Die Lollipops. It's a track from their album 'Zusammen sind wir doppelt stark-Unser Freundschaftsalbum'. The song combines electronic and rock elements with energetic female vocals. It has a catchy dance vibe and could be a fitting choice for your video. Unfortunately, there is no additional description information available for this track.","Allow me to recommend 'Pssst' by Die Lollipops. It's a track from their album 'Zusammen sind wir doppelt stark-Unser Freundschaftsalbum'. The song combines electronic and rock elements with energetic female vocals. It has a catchy dance vibe and could be a fitting choice for your video. Unfortunately, there is no additional description information available for this track.",Pssst,Die Lollipops,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1083,IzsgBQQmV5w,IzsgBQQmV5w_-bpv_MI1RFY,Mv-TH1lBLyQ_1JN3-IB0j4M,Mv-TH1lBLyQ,0,10,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds like a good recommendation, but I'm also interested in incorporating some elements of Porta's style into the music. Porta is known for his hip-hop and electronic music with pop, R&B, and rock influences. Can you recommend something that combines these elements?","That sounds like a good recommendation, but I'm also interested in incorporating some elements of Porta's style into the music. Porta is known for his hip-hop and electronic music with pop, R&B, and rock influences. Can you recommend something that combines these elements?","I suggest checking out 'Porta' by Porta. It's a track from his album 'Porta'. The song combines hip-hop, electronic, pop, R&B, and rock elements, which aligns well with Porta's distinctive style. It was released in 2014 and has a catchy and energetic vibe that could be a great fit for your video.","Allow me to recommend the track 'Dans Ma Téte' by Jhr. It's from his album 'No Hay Truco' and falls under the genres of hip-hop, pop, electronic, R&B, and rock. Although I don't have specific information about the track's release date, the combination of these genres may align well with the style you're looking for in your video.","Allow me to recommend 'Street College' by Shelly, JP Nolos, Zoltan & Madog. Although there is no description available, based on the MSD tags, it falls under the genres of hip-hop, R&B, pop, and electronic with a touch of rock. This track might align well with the hip-hop and electronic elements you're looking for.",Street College,Shelly,0,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1083,IzsgBQQmV5w,IzsgBQQmV5w_-bpv_MI1RFY,Mv-TH1lBLyQ_1JN3-IB0j4M,Mv-TH1lBLyQ,0,10,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds like a good recommendation, but I'm also interested in incorporating some elements of Porta's style into the music. Porta is known for his hip-hop and electronic music with pop, R&B, and rock influences. Can you recommend something that combines these elements?","In that case, I recommend 'Street College' by Shelly. This track combines elements of Hip-Hop, electronic, pop, and dance genres. It has a fast-paced beat and a modern dance vibe that will add energy to your video.","Allow me to recommend the track 'Dans Ma Téte' by Jhr. It's from his album 'No Hay Truco' and falls under the genres of hip-hop, pop, electronic, R&B, and rock. Although I don't have specific information about the track's release date, the combination of these genres may align well with the style you're looking for in your video.","Allow me to recommend 'Street College' by Shelly, JP Nolos, Zoltan & Madog. Although there is no description available, based on the MSD tags, it falls under the genres of hip-hop, R&B, pop, and electronic with a touch of rock. This track might align well with the hip-hop and electronic elements you're looking for.",Street College,Shelly,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1083,IzsgBQQmV5w,IzsgBQQmV5w_-bpv_MI1RFY,Mv-TH1lBLyQ_1JN3-IB0j4M,Mv-TH1lBLyQ,0,10,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds like a good recommendation, but I'm also interested in incorporating some elements of Porta's style into the music. Porta is known for his hip-hop and electronic music with pop, R&B, and rock influences. Can you recommend something that combines these elements?","I suggest checking out 'Street College' by Shelly. It's a track from the album 'Street College' and features a mix of Hip-Hop, electronic, pop, and rock genres. The song has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video.","Allow me to recommend the track 'Dans Ma Téte' by Jhr. It's from his album 'No Hay Truco' and falls under the genres of hip-hop, pop, electronic, R&B, and rock. Although I don't have specific information about the track's release date, the combination of these genres may align well with the style you're looking for in your video.","Allow me to recommend 'Street College' by Shelly, JP Nolos, Zoltan & Madog. Although there is no description available, based on the MSD tags, it falls under the genres of hip-hop, R&B, pop, and electronic with a touch of rock. This track might align well with the hip-hop and electronic elements you're looking for.",Street College,Shelly,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1105,K0kCJKdYWik,K0kCJKdYWik_tAZtZfm0MnY,fwxrNv20jy4_LJHvRwOfj3w,fwxrNv20jy4,0,3,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds great, but I also want to include some soul and R&B elements in my video. Do you have any recommendations that combine hip-hop, soul, and R&B?","That sounds great, but I also want to include some soul and R&B elements in my video. Do you have any recommendations that combine hip-hop, soul, and R&B?","Certainly! How about 'Want It All' by S? It's a track that combines hip-hop, soul, and R&B elements. The song has a pop and electronic influence as well. It was released in 2014 and could be a fitting choice for your video.","Certainly! How about 'Njoo' by Wakamba Wawili? It's a track that falls under the genres of hip-hop, soul, and R&B, with electronic and chillout influences. The song has a smooth and laid-back vibe that could add a touch of soulfulness to your video.","Allow me to recommend 'Want It All' by S.A.S. It's a track from their album 'Narnia: The Grind, The Trips & The Wardrobe'. This song combines elements of hip-hop, rnb, and pop with soulful female vocals. It was released as part of the Narnia EP in 2010 and it may contain the specific elements you are looking for.",Want It All,S,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1105,K0kCJKdYWik,K0kCJKdYWik_tAZtZfm0MnY,fwxrNv20jy4_LJHvRwOfj3w,fwxrNv20jy4,0,3,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I also want to include some soul and R&B elements in my video. Do you have any recommendations that combine hip-hop, soul, and R&B?","In that case, I recommend 'Want It All' by S. This track combines elements of Hip-Hop, R&B, pop, and electronic music. It has a fast-paced beat and a modern dance vibe that will add energy to your video.","Certainly! How about 'Njoo' by Wakamba Wawili? It's a track that falls under the genres of hip-hop, soul, and R&B, with electronic and chillout influences. The song has a smooth and laid-back vibe that could add a touch of soulfulness to your video.","Allow me to recommend 'Want It All' by S.A.S. It's a track from their album 'Narnia: The Grind, The Trips & The Wardrobe'. This song combines elements of hip-hop, rnb, and pop with soulful female vocals. It was released as part of the Narnia EP in 2010 and it may contain the specific elements you are looking for.",Want It All,S,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1105,K0kCJKdYWik,K0kCJKdYWik_tAZtZfm0MnY,fwxrNv20jy4_LJHvRwOfj3w,fwxrNv20jy4,0,3,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I also want to include some soul and R&B elements in my video. Do you have any recommendations that combine hip-hop, soul, and R&B?","Allow me to recommend 'Want It All' by S. It's a track from the album 'Want It All'. The song combines elements of Hip-Hop, R&B, pop, and soul with a touch of electronic influences. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video.","Certainly! How about 'Njoo' by Wakamba Wawili? It's a track that falls under the genres of hip-hop, soul, and R&B, with electronic and chillout influences. The song has a smooth and laid-back vibe that could add a touch of soulfulness to your video.","Allow me to recommend 'Want It All' by S.A.S. It's a track from their album 'Narnia: The Grind, The Trips & The Wardrobe'. This song combines elements of hip-hop, rnb, and pop with soulful female vocals. It was released as part of the Narnia EP in 2010 and it may contain the specific elements you are looking for.",Want It All,S,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1119,rZb8WsdW5eM,rZb8WsdW5eM_8l5B3peJABY,rZb8WsdW5eM_8l5B3peJABY,rZb8WsdW5eM,1,1,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds great, but I would like to include some elements from Rachel Brown and ELEW's cover of 'Stay' in my video. I'm interested in incorporating piano, female vocals, and an indie/folk/pop/rock style.","That sounds great, but I would like to include some elements from Rachel Brown and ELEW's cover of 'Stay' in my video. I'm interested in incorporating piano, female vocals, and an indie/folk/pop/rock style.","Allow me to recommend 'Stay' by Rachel Brown & ELEW. It's a cover of the song originally performed by Rihanna. The track features piano and female vocals, which aligns well with the indie/folk/pop/rock style you're looking for. It was recorded in 2012 and has a beautiful and emotional sound.","Allow me to recommend 'Stay' by Rachel Brown & ELEW. It's a cover of Rihanna's song and features piano, female vocals, and a mix of indie, folk, pop, and rock genres. The collaborative performance by Rachel Brown and ELEW brings a unique and soulful touch to the track, which could enhance the emotional and expressive aspects of your video project.","Allow me to recommend 'Stay' by Rachel Brown & ELEW. It's a cover of Rihanna's song and features piano, female vocals, and a mix of indie, folk, pop, and rock genres. The collaborative performance by Rachel Brown and ELEW brings a unique and soulful touch to the track, which could enhance the emotional and expressive aspects of your video project.",Stay,Rachel Brown & ELEW,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1119,rZb8WsdW5eM,rZb8WsdW5eM_8l5B3peJABY,rZb8WsdW5eM_8l5B3peJABY,rZb8WsdW5eM,1,1,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I would like to include some elements from Rachel Brown and ELEW's cover of 'Stay' in my video. I'm interested in incorporating piano, female vocals, and an indie/folk/pop/rock style.","In that case, I recommend 'Stay' by Rachel Brown & ELEW. This track combines elements of pop, rock, and indie with electronic influences. It has a bright and energetic sound with a clear rhythm and energetic beats. It's perfect for creating a modern dance or pop feel in your video.","Allow me to recommend 'Stay' by Rachel Brown & ELEW. It's a cover of Rihanna's song and features piano, female vocals, and a mix of indie, folk, pop, and rock genres. The collaborative performance by Rachel Brown and ELEW brings a unique and soulful touch to the track, which could enhance the emotional and expressive aspects of your video project.","Allow me to recommend 'Stay' by Rachel Brown & ELEW. It's a cover of Rihanna's song and features piano, female vocals, and a mix of indie, folk, pop, and rock genres. The collaborative performance by Rachel Brown and ELEW brings a unique and soulful touch to the track, which could enhance the emotional and expressive aspects of your video project.",Stay,Rachel Brown & ELEW,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1119,rZb8WsdW5eM,rZb8WsdW5eM_8l5B3peJABY,rZb8WsdW5eM_8l5B3peJABY,rZb8WsdW5eM,1,1,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I would like to include some elements from Rachel Brown and ELEW's cover of 'Stay' in my video. I'm interested in incorporating piano, female vocals, and an indie/folk/pop/rock style.","In that case, I recommend 'Stay' by Rachel Brown & ELEW. This track combines elements of pop, rock, indie, and folk with a touch of jazz. It features beautiful lyrics and a slow tempo, creating a soothing and emotional atmosphere. The lyrical piano adds a touch of elegance to the music.","Allow me to recommend 'Stay' by Rachel Brown & ELEW. It's a cover of Rihanna's song and features piano, female vocals, and a mix of indie, folk, pop, and rock genres. The collaborative performance by Rachel Brown and ELEW brings a unique and soulful touch to the track, which could enhance the emotional and expressive aspects of your video project.","Allow me to recommend 'Stay' by Rachel Brown & ELEW. It's a cover of Rihanna's song and features piano, female vocals, and a mix of indie, folk, pop, and rock genres. The collaborative performance by Rachel Brown and ELEW brings a unique and soulful touch to the track, which could enhance the emotional and expressive aspects of your video project.",Stay,Rachel Brown & ELEW,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1136,zI51uay2YXg,zI51uay2YXg_GAPYhU8aI8A,JsRob9KFOuA_NhiCjOHED8Q,JsRob9KFOuA,0,2,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds great, but I would like to add some elements of hip-hop and electronic music to my video. I'm also interested in rock and indie genres.","That sounds great, but I would like to add some elements of hip-hop and electronic music to my video. I'm also interested in rock and indie genres.","Allow me to recommend 'Fugly' by Stevie B. It's a track from his album 'Fugly'. It combines elements of hip-hop, electronic, rock, and indie genres. The song has a techno and electronic sound with a touch of rock influence. It was released in 2012 and may contain the specific elements you're looking for.",Allow me to recommend 'Ceria' by Lil O. It's a hip-hop track with electronic and pop elements. The song features an indie rock influence and was recorded by Ikrami Prawira. This combination of genres and styles could be a perfect fit for your video.,"Certainly! I recommend 'Fugly' by Stevie B. It's an electronic and dance track that was released in 2014. The song combines hip-hop, pop, and R&B elements, which align with Stevie B's style. It could be a fitting choice for your video.",Fugly,Stevie B,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1136,zI51uay2YXg,zI51uay2YXg_GAPYhU8aI8A,JsRob9KFOuA_NhiCjOHED8Q,JsRob9KFOuA,0,2,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I would like to add some elements of hip-hop and electronic music to my video. I'm also interested in rock and indie genres.","In that case, I recommend 'Fugly' by Stevie B. This track has a catchy electronic sound with elements of Hip-Hop, pop, and dance. It has a bright and energetic vibe that will add a modern and lively feel to your video.",Allow me to recommend 'Ceria' by Lil O. It's a hip-hop track with electronic and pop elements. The song features an indie rock influence and was recorded by Ikrami Prawira. This combination of genres and styles could be a perfect fit for your video.,"Certainly! I recommend 'Fugly' by Stevie B. It's an electronic and dance track that was released in 2014. The song combines hip-hop, pop, and R&B elements, which align with Stevie B's style. It could be a fitting choice for your video.",Fugly,Stevie B,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1136,zI51uay2YXg,zI51uay2YXg_GAPYhU8aI8A,JsRob9KFOuA_NhiCjOHED8Q,JsRob9KFOuA,0,2,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I would like to add some elements of hip-hop and electronic music to my video. I'm also interested in rock and indie genres.","Allow me to recommend 'Fugly' by Stevie B. It's a track from his album 'Fugly'. The song combines elements of Hip-Hop, electronic, and pop with a touch of rock. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video.",Allow me to recommend 'Ceria' by Lil O. It's a hip-hop track with electronic and pop elements. The song features an indie rock influence and was recorded by Ikrami Prawira. This combination of genres and styles could be a perfect fit for your video.,"Certainly! I recommend 'Fugly' by Stevie B. It's an electronic and dance track that was released in 2014. The song combines hip-hop, pop, and R&B elements, which align with Stevie B's style. It could be a fitting choice for your video.",Fugly,Stevie B,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1207,ItV4NVU0u6I,ItV4NVU0u6I_Ldq1rh8OYuc,ItV4NVU0u6I_Ldq1rh8OYuc,ItV4NVU0u6I,1,1,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds great, but I would like to incorporate more of the indie rock and alternative style into the music. I also prefer tracks with guitar and drum elements. Can you recommend something that matches these preferences?","That sounds great, but I would like to incorporate more of the indie rock and alternative style into the music. I also prefer tracks with guitar and drum elements. Can you recommend something that matches these preferences?","Allow me to recommend 'Nuestra Vida' by Nada Que Objetar. It's a track from their album 'Nuestra Vida'. The song combines elements of indie rock, alternative, and indie with a focus on guitar and drum. It has a rock vibe and was released in 2012.","Allow me to recommend 'Nuestra Vida' by Nada Que Objetar. It's a track from their album 'Nuestra Vida'. The song falls under the genres of indie rock, alternative, and pop, which aligns well with your preference for indie and alternative styles. It also features guitar and drum elements that could be a fitting choice for your video.","Allow me to recommend 'Nuestra Vida' by Nada Que Objetar. It's a track from their album 'Nuestra Vida'. The song falls under the genres of indie rock, alternative, and pop, which aligns well with your preference for indie and alternative styles. It also features guitar and drum elements that could be a fitting choice for your video.",Nuestra Vida,Nada Que Objetar,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1207,ItV4NVU0u6I,ItV4NVU0u6I_Ldq1rh8OYuc,ItV4NVU0u6I_Ldq1rh8OYuc,ItV4NVU0u6I,1,1,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I would like to incorporate more of the indie rock and alternative style into the music. I also prefer tracks with guitar and drum elements. Can you recommend something that matches these preferences?","In that case, I would recommend 'Nuestra Vida' by Nada Que Objetar. This track falls under the rock, indie, alternative, and pop genres, and it has a fast-paced and energetic sound with electronic elements. It will give your video a lively and modern feel.","Allow me to recommend 'Nuestra Vida' by Nada Que Objetar. It's a track from their album 'Nuestra Vida'. The song falls under the genres of indie rock, alternative, and pop, which aligns well with your preference for indie and alternative styles. It also features guitar and drum elements that could be a fitting choice for your video.","Allow me to recommend 'Nuestra Vida' by Nada Que Objetar. It's a track from their album 'Nuestra Vida'. The song falls under the genres of indie rock, alternative, and pop, which aligns well with your preference for indie and alternative styles. It also features guitar and drum elements that could be a fitting choice for your video.",Nuestra Vida,Nada Que Objetar,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1207,ItV4NVU0u6I,ItV4NVU0u6I_Ldq1rh8OYuc,ItV4NVU0u6I_Ldq1rh8OYuc,ItV4NVU0u6I,1,1,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I would like to incorporate more of the indie rock and alternative style into the music. I also prefer tracks with guitar and drum elements. Can you recommend something that matches these preferences?","Allow me to recommend 'Nuestra Vida' by Nada Que Objetar. It's a track from their album 'Nuestra Vida'. The song combines elements of rock, indie, and alternative with a focus on guitar and vocals. It has a slow tempo and a soothing acoustic sound that could be a fitting choice for your video.","Allow me to recommend 'Nuestra Vida' by Nada Que Objetar. It's a track from their album 'Nuestra Vida'. The song falls under the genres of indie rock, alternative, and pop, which aligns well with your preference for indie and alternative styles. It also features guitar and drum elements that could be a fitting choice for your video.","Allow me to recommend 'Nuestra Vida' by Nada Que Objetar. It's a track from their album 'Nuestra Vida'. The song falls under the genres of indie rock, alternative, and pop, which aligns well with your preference for indie and alternative styles. It also features guitar and drum elements that could be a fitting choice for your video.",Nuestra Vida,Nada Que Objetar,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1210,ah7goU7kudo,ah7goU7kudo_al2m-IPmf5o,wtM8Nc_Wd6I_ZXUWFFSz3iU,wtM8Nc_Wd6I,0,23,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds great, but I would like to incorporate more of Cro's style into my video. I'm looking for a mix of electronic, rock, indie, and hip-hop elements. Do you have any recommendations?","That sounds great, but I would like to incorporate more of Cro's style into my video. I'm looking for a mix of electronic, rock, indie, and hip-hop elements. Do you have any recommendations?","Allow me to recommend 'Good Feeling' by Cro. It's a track from his album 'Good Feeling'. The song combines elements of electronic, rock, indie, and hip-hop, which aligns well with the style you're looking for. It has a fast-paced and energetic vibe that could be a fitting choice for your video.","Sure! How about 'Whatever msp' by Cro? It's a track that combines electronic, rock, indie, and hip-hop influences. While I don't have much information about the specific album or artists, the song itself aligns with the style you're looking for.","Allow me to recommend 'Good Feeling' by Mikill Pane. It's a track from his album 'Good Feeling'. The song combines elements of hip-hop, electronic, rock, and indie with a fast-paced techno and loud rock sound. It was released recently and could be a fitting choice for your video.",Good Feeling,Mikill Pane,1,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1210,ah7goU7kudo,ah7goU7kudo_al2m-IPmf5o,wtM8Nc_Wd6I_ZXUWFFSz3iU,wtM8Nc_Wd6I,0,23,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds great, but I would like to incorporate more of Cro's style into my video. I'm looking for a mix of electronic, rock, indie, and hip-hop elements. Do you have any recommendations?","In that case, I recommend 'Good Feeling' by Mikill Pane. This track is a perfect fit for your video as it combines electronic, dance, pop, and rock elements. It has a fast tempo and a catchy beat that will create an energetic and upbeat atmosphere.","Sure! How about 'Whatever msp' by Cro? It's a track that combines electronic, rock, indie, and hip-hop influences. While I don't have much information about the specific album or artists, the song itself aligns with the style you're looking for.","Allow me to recommend 'Good Feeling' by Mikill Pane. It's a track from his album 'Good Feeling'. The song combines elements of hip-hop, electronic, rock, and indie with a fast-paced techno and loud rock sound. It was released recently and could be a fitting choice for your video.",Good Feeling,Mikill Pane,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1210,ah7goU7kudo,ah7goU7kudo_al2m-IPmf5o,wtM8Nc_Wd6I_ZXUWFFSz3iU,wtM8Nc_Wd6I,0,23,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds great, but I would like to incorporate more of Cro's style into my video. I'm looking for a mix of electronic, rock, indie, and hip-hop elements. Do you have any recommendations?","Allow me to recommend 'Good Feeling' by Mikill Pane. It's a track from the album 'Good Feeling'. This song combines elements of pop, electronic, and rock with a touch of Hip-Hop. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video.","Sure! How about 'Whatever msp' by Cro? It's a track that combines electronic, rock, indie, and hip-hop influences. While I don't have much information about the specific album or artists, the song itself aligns with the style you're looking for.","Allow me to recommend 'Good Feeling' by Mikill Pane. It's a track from his album 'Good Feeling'. The song combines elements of hip-hop, electronic, rock, and indie with a fast-paced techno and loud rock sound. It was released recently and could be a fitting choice for your video.",Good Feeling,Mikill Pane,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1226,VBDoZ0Tu5CI,VBDoZ0Tu5CI_K29bp9zG0jA,bPrFmJPMP0o_DHNVh_sZawQ,bPrFmJPMP0o,0,2,original,top1_prompt_level_preference_counterfactual,original,top1_reference,"That sounds good, but I want to incorporate more of Santaye's style into the music. I'm specifically interested in pop, dance, and electronic genres, and I want a female vocalist like Santaye.","That sounds good, but I want to incorporate more of Santaye's style into the music. I'm specifically interested in pop, dance, and electronic genres, and I want a female vocalist like Santaye.","Allow me to recommend 'Tú y yo' by Santaye. It's a pop and dance track with electronic and rock influences. The song features a female vocalist and was released in 2014. It aligns well with the pop, dance, and electronic genres you're looking for.",Allow me to recommend 'Eras Tu' by Santaye. It's a pop and dance track with electronic and rock influences. The song features female vocals and was released as Santaye's new single. You can find more information on Santaye's official website and social media accounts.,"Allow me to recommend 'Tú y yo' by Maite Perroni. It's a track from her album 'Tú y yo'. This song combines elements of pop, dance, and indie with a female vocal performance. It has a fast tempo and features guitar elements, which align with the energetic and lively vibe you're looking for. The music video was released in 2013.",Tú y yo,Maite Perroni,1,0,0,1,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1226,VBDoZ0Tu5CI,VBDoZ0Tu5CI_K29bp9zG0jA,bPrFmJPMP0o_DHNVh_sZawQ,bPrFmJPMP0o,0,2,cf_upbeat_electronic,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer upbeat electronic background music with a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling.","That sounds good, but I want to incorporate more of Santaye's style into the music. I'm specifically interested in pop, dance, and electronic genres, and I want a female vocalist like Santaye.","In that case, I would recommend 'Tú y yo' by Maite Perroni. This track is a perfect fit for your preferences as it combines elements of pop, dance, and electronic music. It has a catchy rhythm and a bright mood that will add energy to your video.",Allow me to recommend 'Eras Tu' by Santaye. It's a pop and dance track with electronic and rock influences. The song features female vocals and was released as Santaye's new single. You can find more information on Santaye's official website and social media accounts.,"Allow me to recommend 'Tú y yo' by Maite Perroni. It's a track from her album 'Tú y yo'. This song combines elements of pop, dance, and indie with a female vocal performance. It has a fast tempo and features guitar elements, which align with the energetic and lively vibe you're looking for. The music video was released in 2013.",Tú y yo,Maite Perroni,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
1226,VBDoZ0Tu5CI,VBDoZ0Tu5CI_K29bp9zG0jA,bPrFmJPMP0o_DHNVh_sZawQ,bPrFmJPMP0o,0,2,cf_lyrical_piano,top1_prompt_level_preference_counterfactual,original,top1_reference,"I prefer lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood.","That sounds good, but I want to incorporate more of Santaye's style into the music. I'm specifically interested in pop, dance, and electronic genres, and I want a female vocalist like Santaye.","Allow me to recommend 'Tú y yo' by Maite Perroni. It's a track from her album 'Tú y yo'. The song combines elements of pop, dance, and electronic music with a touch of rock. It features Maite Perroni's beautiful vocals and has a slow tempo and acoustic sound. The lyrics are in Spanish and the music video was directed by Carlos Pérez.",Allow me to recommend 'Eras Tu' by Santaye. It's a pop and dance track with electronic and rock influences. The song features female vocals and was released as Santaye's new single. You can find more information on Santaye's official website and social media accounts.,"Allow me to recommend 'Tú y yo' by Maite Perroni. It's a track from her album 'Tú y yo'. This song combines elements of pop, dance, and indie with a female vocal performance. It has a fast tempo and features guitar elements, which align with the energetic and lively vibe you're looking for. The music video was released in 2013.",Tú y yo,Maite Perroni,1,1,1,0,0,top1_generation_prompt_text_changed_only_precomputed_text_feature_unchanged
