sample_idx,video_id,gt_music_id,top1_music_id,top1_video_id,top1_is_gt,rank,condition,condition_description,generation_mode,prompt_variant,title_source,generated_text,reference_text,top1_reference_text,user_text,music_title,music_artist,generated_mentions_top1_title,generated_mentions_top1_artist,title_consistency,needs_manual_review,inject_title_used,is_fallback
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,0,78,wo_video,video feature is zeroed; generation is conditioned on ranked Top-1 music,top1_counterfactual_modality_removal,original,top1_reference,"In that case, I would recommend 'Summertime' by The Beach Boys. This track is a collaboration between The Beach Boys and The B-52s, and it has a summery vibe that would be perfect for your video. It's part of the album 'Summertime' and it's available on iTunes.","For a summery vibe with a distinguished collaboration, 'Summer Time' by EnThéos featuring Deys would be perfect. It's produced by Hot Chip, known for their eclectic mix of electronic, pop, and indie. The track has a lively feel, ideal for summer playlists, and it's part of the 'Dark and Stormy' album. Don't forget to check out the music video directed by Julius Jones-Carter for the full experience!","In that case, I would recommend the track 'Concrete Nouns Vs. Abstract Nouns'. This track falls under the indie, electronic, rock, pop, and alternative genres, making it a perfect fit for your video. While there is no specific information about the album name, artists, or track name, this track is a great choice to capture the indie and pop vibe you're looking for, with a mix of electronic and rock elements.","I'm also looking for something with a summery vibe, possibly a collaboration that's been produced by a known band.",,,,,,0,1,0
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,0,78,wo_audio_feature_only,"Top-1 music feature is zeroed, but Top-1 title/artist metadata is kept",top1_counterfactual_modality_removal,original,top1_reference,"In that case, I would recommend 'The Wedding Song' by The Wedding Presents. This track is a collaboration between The Wedding Presents and The Wedding Presents. It's a blend of Hip-Hop and electronic music with a mix of genres like pop, rock, and dance. The Wedding Presents is a unique blend of Hip-Hop and electronic music with a mix of genres like pop, rock, and dance. It's a collaboration between The Wedding Presents and The Wedding Presents, which is a blend of Hip-H","For a summery vibe with a distinguished collaboration, 'Summer Time' by EnThéos featuring Deys would be perfect. It's produced by Hot Chip, known for their eclectic mix of electronic, pop, and indie. The track has a lively feel, ideal for summer playlists, and it's part of the 'Dark and Stormy' album. Don't forget to check out the music video directed by Julius Jones-Carter for the full experience!","In that case, I would recommend the track 'Concrete Nouns Vs. Abstract Nouns'. This track falls under the indie, electronic, rock, pop, and alternative genres, making it a perfect fit for your video. While there is no specific information about the album name, artists, or track name, this track is a great choice to capture the indie and pop vibe you're looking for, with a mix of electronic and rock elements.","I'm also looking for something with a summery vibe, possibly a collaboration that's been produced by a known band.",,,,,,0,1,0
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,0,78,wo_audio_all,Top-1 music feature is zeroed and Top-1 title/artist metadata injection is disabled,top1_counterfactual_modality_removal,original,top1_reference,"In that case, I would recommend 'Summery Vibe - The Remix' by The Remix. This track is a collaboration between various artists and producers, including DJ Premier, DJ Premier, and DJ Premier. It has a summery vibe and is known for its electronic, Hip-Hop, and dance elements. It's a great choice for your video.","For a summery vibe with a distinguished collaboration, 'Summer Time' by EnThéos featuring Deys would be perfect. It's produced by Hot Chip, known for their eclectic mix of electronic, pop, and indie. The track has a lively feel, ideal for summer playlists, and it's part of the 'Dark and Stormy' album. Don't forget to check out the music video directed by Julius Jones-Carter for the full experience!","In that case, I would recommend the track 'Concrete Nouns Vs. Abstract Nouns'. This track falls under the indie, electronic, rock, pop, and alternative genres, making it a perfect fit for your video. While there is no specific information about the album name, artists, or track name, this track is a great choice to capture the indie and pop vibe you're looking for, with a mix of electronic and rock elements.","I'm also looking for something with a summery vibe, possibly a collaboration that's been produced by a known band.",,,,,,0,0,0
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,0,78,wo_prompt,text prompt feature and user text are removed; Top-1 title/artist metadata is kept,top1_counterfactual_modality_removal,original,top1_reference,"In that case, I would recommend 'The Way I Feel' by The Dirty Youth. This track combines elements of rock, indie, electronic, and pop genres. It has a unique blend of guitar, drums, and electronic sounds that create a captivating and energetic atmosphere.","For a summery vibe with a distinguished collaboration, 'Summer Time' by EnThéos featuring Deys would be perfect. It's produced by Hot Chip, known for their eclectic mix of electronic, pop, and indie. The track has a lively feel, ideal for summer playlists, and it's part of the 'Dark and Stormy' album. Don't forget to check out the music video directed by Julius Jones-Carter for the full experience!","In that case, I would recommend the track 'Concrete Nouns Vs. Abstract Nouns'. This track falls under the indie, electronic, rock, pop, and alternative genres, making it a perfect fit for your video. While there is no specific information about the album name, artists, or track name, this track is a great choice to capture the indie and pop vibe you're looking for, with a mix of electronic and rock elements.","I'm also looking for something with a summery vibe, possibly a collaboration that's been produced by a known band.",,,,,,0,1,0
123,iWKoFZAX4MM,iWKoFZAX4MM_dVoN7QajNz8,HA76Wa7uUxw_1Tgp_sAqnbA,HA76Wa7uUxw,0,78,wo_ltp,long-term preference feature is zeroed; Top-1 title/artist metadata is kept,top1_counterfactual_modality_removal,original,top1_reference,. is. is is. is is. is. and. is. is. and. is. is. and. is. and. and. is. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and. and,"For a summery vibe with a distinguished collaboration, 'Summer Time' by EnThéos featuring Deys would be perfect. It's produced by Hot Chip, known for their eclectic mix of electronic, pop, and indie. The track has a lively feel, ideal for summer playlists, and it's part of the 'Dark and Stormy' album. Don't forget to check out the music video directed by Julius Jones-Carter for the full experience!","In that case, I would recommend the track 'Concrete Nouns Vs. Abstract Nouns'. This track falls under the indie, electronic, rock, pop, and alternative genres, making it a perfect fit for your video. While there is no specific information about the album name, artists, or track name, this track is a great choice to capture the indie and pop vibe you're looking for, with a mix of electronic and rock elements.","I'm also looking for something with a summery vibe, possibly a collaboration that's been produced by a known band.",,,,,,0,1,0
166,QKvUGxF7qzA,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA,1,1,full,all modalities available; generation is conditioned on ranked Top-1 music,top1_counterfactual_modality_removal,original,top1_reference,"Allow me to recommend 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines elements of rock, punk, and alternative with a fast-paced and loud sound. It has guitar and techno influences that could be a fitting choice for your video.","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.","That sounds good, but I would also like to incorporate some rock and punk elements in the music recommendation. I'm interested in fast-paced and loud tracks with guitar and techno influences.",Stadt der Engel,Massendefekt,1,1,1,0,1,0
166,QKvUGxF7qzA,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA,1,1,wo_video,video feature is zeroed; generation is conditioned on ranked Top-1 music,top1_counterfactual_modality_removal,original,top1_reference,"In that case, I recommend 'Scream' by The Scream. This track combines elements of rock, punk, and alternative genres with a fast-paced and loud sound. It features guitar and techno influences, which align with your preferences. It's a great choice for your video.","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.","That sounds good, but I would also like to incorporate some rock and punk elements in the music recommendation. I'm interested in fast-paced and loud tracks with guitar and techno influences.",Stadt der Engel,Massendefekt,0,0,0,1,1,0
166,QKvUGxF7qzA,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA,1,1,wo_audio_feature_only,"Top-1 music feature is zeroed, but Top-1 title/artist metadata is kept",top1_counterfactual_modality_removal,original,top1_reference,"Allow me to recommend 'Rock and Punk' by The Vamps. It's a track that combines elements of rock, punk, and fast-paced music. Although I don't have specific information about this track, it aligns with your interest in rock and punk elements.","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.","That sounds good, but I would also like to incorporate some rock and punk elements in the music recommendation. I'm interested in fast-paced and loud tracks with guitar and techno influences.",Stadt der Engel,Massendefekt,0,0,0,1,1,0
166,QKvUGxF7qzA,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA,1,1,wo_audio_all,Top-1 music feature is zeroed and Top-1 title/artist metadata injection is disabled,top1_counterfactual_modality_removal,original,top1_reference,"Allow me to recommend 'Sunshine' by The Wanted. It's a track from their album 'Sunshine'. It combines elements of rock, punk, and fast-paced techno beats that could be a fitting choice for your video. It has a guitar-focused sound too.","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.","That sounds good, but I would also like to incorporate some rock and punk elements in the music recommendation. I'm interested in fast-paced and loud tracks with guitar and techno influences.",,,,,,0,0,0
166,QKvUGxF7qzA,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA,1,1,wo_prompt,text prompt feature and user text are removed; Top-1 title/artist metadata is kept,top1_counterfactual_modality_removal,original,top1_reference,"I recommend 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines elements of rock, punk, and alternative genres, with a fast-paced and loud sound. It was released in 2013 and has a powerful and energetic vibe that could be a great fit for your video.","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.","That sounds good, but I would also like to incorporate some rock and punk elements in the music recommendation. I'm interested in fast-paced and loud tracks with guitar and techno influences.",Stadt der Engel,Massendefekt,1,1,1,0,1,0
166,QKvUGxF7qzA,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA_scdO5HE8so4,QKvUGxF7qzA,1,1,wo_ltp,long-term preference feature is zeroed; Top-1 title/artist metadata is kept,top1_counterfactual_modality_removal,original,top1_reference,", that., and that., and that., and that, and that, and that, and that, that, that, that, that, that, that, that, that' that, that, that' that, that, that' that' that, that' that' that' that't that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that' that","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.","Let me suggest 'Stadt der Engel' by Massendefekt. It's a track from their album 'Stadt der Engel'. The song combines rock, punk, and alternative rock genres with fast-paced guitar riffs and techno elements. This track can give your video a powerful and intense feel.","That sounds good, but I would also like to incorporate some rock and punk elements in the music recommendation. I'm interested in fast-paced and loud tracks with guitar and techno influences.",Stadt der Engel,Massendefekt,0,0,0,1,1,0
215,yyaNJKJ6y6k,yyaNJKJ6y6k_0hMrj3zZxB8,ahmgp5DyW64_ZrZqngJhrEc,ahmgp5DyW64,0,8,full,all modalities available; generation is conditioned on ranked Top-1 music,top1_counterfactual_modality_removal,original,top1_reference,"In that case, I'd recommend 'Bed In' by ベッド・イン. This track is a perfect fit for your needs, as it combines electronic, dance, and pop elements with a touch of rock. It's a high-energy song that will definitely get the energy up in your video.","In that case, 'The Pretender' by Infected Mushroom would be a perfect fit. This track is from their album 'Army of Mushrooms' and combines electronic, dance, electronica, and rock elements for an energetic and engaging listen. It's known for its techno, fast, electronic, loud, and dance characteristics, making it great for lifting the energy of any project.","Allow me to recommend '♂×♀×ポーカーゲーム' by ベッド・イン. It's a track from their album '♂×♀×ポーカーゲーム / 消えちゃうパープルバタフライ'. The song combines elements of dance, electronic, and pop music with indie and electro influences. It aligns well with the energetic and fast-paced sound you're looking for in your video.",I like the sound of that but was hoping for something with a bit more of an electronic and dance feel. Something that really gets the energy up.,♂×♀×ポーカーゲーム,ベッド・イン,0,1,0,1,1,0
215,yyaNJKJ6y6k,yyaNJKJ6y6k_0hMrj3zZxB8,ahmgp5DyW64_ZrZqngJhrEc,ahmgp5DyW64,0,8,wo_video,video feature is zeroed; generation is conditioned on ranked Top-1 music,top1_counterfactual_modality_removal,original,top1_reference,"In that case, I would recommend 'Dance With Me' by ベッド・イン. This track has an electronic and dance feel, which will definitely get the energy up for your video. It's part of the album 'Dance With Me' by ベッド・イン.","In that case, 'The Pretender' by Infected Mushroom would be a perfect fit. This track is from their album 'Army of Mushrooms' and combines electronic, dance, electronica, and rock elements for an energetic and engaging listen. It's known for its techno, fast, electronic, loud, and dance characteristics, making it great for lifting the energy of any project.","Allow me to recommend '♂×♀×ポーカーゲーム' by ベッド・イン. It's a track from their album '♂×♀×ポーカーゲーム / 消えちゃうパープルバタフライ'. The song combines elements of dance, electronic, and pop music with indie and electro influences. It aligns well with the energetic and fast-paced sound you're looking for in your video.",I like the sound of that but was hoping for something with a bit more of an electronic and dance feel. Something that really gets the energy up.,♂×♀×ポーカーゲーム,ベッド・イン,0,1,0,1,1,0
