sample_idx,video_id,gt_music_id,preference_variant,positive_hits,negative_hits,n_positive_hits,n_negative_hits,alignment_score,is_aligned,has_conflict,ESS_from_original,generated_text
256,JOUczfMaLTE,JOUczfMaLTE_F91pQy19-j0,cf_upbeat_electronic,beat;dance;electronic;energetic;pop;tempo,,6,0,6,1,0,0.6923076923076923,"In that case, I recommend 'Жизнь' by Чеботарев. This track combines elements of Hip-Hop, electronic, pop, and dance genres. It has a fast tempo and a catchy beat that will give your video a lively and energetic feel."
256,JOUczfMaLTE,JOUczfMaLTE_F91pQy19-j0,cf_lyrical_piano,acoustic;gentle;lyrical;piano;sentimental;slow;soft,,7,0,7,1,0,0.7592592592592593,"I recommend 'Жизнь' by Чеботарев. It's a track from the album 'Жизнь' and features lyrical piano and acoustic elements. The song has a slow tempo and a soft acoustic texture, creating a gentle and sentimental mood. It's a perfect choice for your video."
261,dLkm-Bpkgv4,dLkm-Bpkgv4_Hwl1Bf4gLvI,cf_upbeat_electronic,electronic;energetic,,2,0,2,1,0,0.6842105263157895,"Allow me to recommend 'Snow' by Sun Heights. It's a track from their album 'Snow'. The song combines elements of rock, metal, and punk with electronic influences. It has a fast-paced and energetic sound that could be a fitting choice for your video."
261,dLkm-Bpkgv4,dLkm-Bpkgv4_Hwl1Bf4gLvI,cf_lyrical_piano,acoustic;slow,,2,0,2,1,0,0.7,"Allow me to recommend 'Snow' by Sun Heights. It's a track from their album 'Snow'. The song combines elements of rock, metal, and alternative with a touch of indie influences. It has a slow tempo and a soothing acoustic sound that could be a fitting choice for your video."
307,DL3dhkazIc8,DL3dhkazIc8_tQjxTUSkOqs,cf_upbeat_electronic,beat;dance;electronic;energetic;modern;pop,,6,0,6,1,0,0.625,"In that case, I recommend 'Sick Perfect Banger' by Redhooknoodles. This track combines elements of Hip-Hop, electronic, pop, and dance genres. It has a fast-paced beat and a modern sound that will give your video a vibrant and energetic feel."
307,DL3dhkazIc8,DL3dhkazIc8_tQjxTUSkOqs,cf_lyrical_piano,acoustic;calm;lyrical;piano;sentimental;slow,electronic;hip-hop,6,2,4,1,1,0.6181818181818182,"Allow me to recommend 'Sick Perfect Banger' by Redhooknoodles. It's a hip-hop track with electronic and rock influences. The song has a slow tempo and features lyrical piano, which aligns well with your preferences. The acoustic elements and the calm and sentimental mood of the music make it a fitting choice for your video."
310,9wVRNILwL4I,9wVRNILwL4I_yp0PNekX4vI,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.4693877551020408,"In that case, I would recommend 'Vivo nei miei testi' by Step One. This track combines elements of Hip-Hop, electronic, pop, and dance genres, creating a vibrant and energetic sound. It has a clear rhythm and a modern dance or pop feel that would be perfect for your video."
310,9wVRNILwL4I,9wVRNILwL4I_yp0PNekX4vI,cf_lyrical_piano,acoustic;calm;piano;sentimental;slow;soft,electronic;hip-hop,6,2,4,1,1,0.6,"Allow me to recommend 'Vivo nei miei testi' by Step One. It's a track from their album 'Vivo nei miei testi'. The song combines elements of Hip-Hop, electronic, and pop with a touch of rock. It has a slow tempo and features a piano-driven sound with a soft acoustic texture and a calm sentimental mood."
313,z7Dy7s5tg2o,z7Dy7s5tg2o_ziYVQWdqAEM,cf_upbeat_electronic,beat;dance;electronic;energetic;modern;pop;tempo,,7,0,7,1,0,0.6842105263157895,"In that case, I recommend 'Alive' by Krewella. This track is a perfect fit for your video as it falls under the electronic, dance, house, and pop genres. It has a fast tempo and a catchy beat that will create an energetic and modern atmosphere."
313,z7Dy7s5tg2o,z7Dy7s5tg2o_ziYVQWdqAEM,cf_lyrical_piano,lyrical;piano;sentimental;slow,dance;electronic,4,2,2,1,1,0.7846153846153846,"Allow me to recommend 'Alive' by Krewella. It's a track from their album 'Alive'. This song combines elements of dance, electronic, and pop genres with a touch of rock. It has a slow tempo and features lyrical piano, which can create a soothing and sentimental atmosphere for your video."
323,7KnEzXBwovQ,7KnEzXBwovQ_VdzigTcir9U,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.7704918032786885,"In that case, I recommend 'Faded' by Brooklyn West. This track combines elements of pop, electronic, and dance genres, creating a vibrant and energetic sound. It has a clear rhythm and a modern dance or pop feel that will enhance your video."
323,7KnEzXBwovQ,7KnEzXBwovQ_VdzigTcir9U,cf_lyrical_piano,acoustic;gentle;lyrical;piano;sentimental;slow;soft,electronic,7,1,6,1,1,0.734375,"In that case, I recommend 'Faded' by Brooklyn West. This track combines elements of pop, R&B, and electronic music, with a focus on lyrical piano. It has a slow tempo and a soft acoustic texture, creating a gentle and sentimental mood. It's a perfect choice for your video."
326,Nun6L-ahGL8,Nun6L-ahGL8_nbchhRSriRg,cf_upbeat_electronic,beat;beats;dance;electronic;energetic;modern;pop;rhythm,,8,0,8,1,0,0.6181818181818182,"In that case, I recommend 'Ride 4 My City' by ProblemChild aKa Pc. This track combines elements of Hip-Hop, electronic, and pop with a dance and pop feel. It has a fast-paced rhythm and energetic beats that will create a lively and modern atmosphere for your video."
326,Nun6L-ahGL8,Nun6L-ahGL8_nbchhRSriRg,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow,electronic;hip-hop,6,2,4,1,1,0.4821428571428571,"Allow me to recommend 'Ride 4 My City' by ProblemChild aKa Pc. It's a track from his album 'Ride 4 My City'. The song combines elements of Hip-Hop, R&B, and electronic music with a slow tempo and a soothing acoustic texture. It has a gentle melody and a calm sentimental mood that could be a fitting choice for your video."
348,6WpF3T7_-WY,6WpF3T7_-WY_334K3xDT5OU,cf_upbeat_electronic,beat;dance;electronic;energetic;pop;rhythm,,6,0,6,1,0,0.5384615384615384,"In that case, I recommend 'Poser' by Diez Mo feat. It's a track from the album 'Poser' and combines elements of Hip-Hop, electronic, R&B, dance, and pop. The song has a fast-paced beat and a catchy rhythm that will give your video a lively and energetic feel."
348,6WpF3T7_-WY,6WpF3T7_-WY_334K3xDT5OU,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow,electronic;hip-hop,6,2,4,1,1,0.5517241379310345,"Allow me to recommend 'Poser' by Diez Mo feat. It's a track from the album 'Poser' by Diez Mo. The song combines elements of Hip-Hop, R&B, and electronic music with a slow tempo and a soothing acoustic texture. It has a gentle melody and a calm sentimental mood that could be a fitting choice for your video."
357,aXgXFr89wpY,aXgXFr89wpY_5cdy3zeBS0w,cf_upbeat_electronic,beat;dance;electronic;energetic;modern;pop,,6,0,6,1,0,0.6545454545454545,"In that case, I would recommend 'American Dream' by J3. This track combines elements of Hip-Hop, electronic, rock, and pop genres. It has a fast-paced beat and a modern dance vibe that will give your video a lively and energetic feel."
357,aXgXFr89wpY,aXgXFr89wpY_5cdy3zeBS0w,cf_lyrical_piano,acoustic;calm;gentle;lyrical;melody;piano;sentimental;slow;soft,electronic;hip-hop,9,2,7,1,1,0.7101449275362319,"I understand your preference for lyrical piano background music with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood. In that case, I recommend 'AMERICAN DREAM' by J3. This track combines elements of Hip-Hop, rock, indie, and pop with a touch of electronic influences. It has a slow tempo and a soothing acoustic sound that can create a relaxing atmosphere for your video."
358,4ldBWUbiDTM,4ldBWUbiDTM_bs9xnYfKAQA,cf_upbeat_electronic,beat;dance;electronic;modern;pop;upbeat,,6,0,6,1,0,0.5535714285714286,"In that case, I would recommend 'Si C'Est Une Ile' by Jenifer. This track is from her album 'Si C'Est Une Ile' and offers a perfect blend of rock, pop, and electronic elements. It has a catchy and upbeat sound with a modern dance and pop feel. It's a great choice for your video."
358,4ldBWUbiDTM,4ldBWUbiDTM_bs9xnYfKAQA,cf_lyrical_piano,emotional;lyrical;piano;slow,,4,0,4,1,0,0.5272727272727273,"I suggest you consider 'Si C'Est Une Ile' by Jenifer. It's a track from her album 'Si C'Est Une Ile'. The song combines elements of rock, pop, and indie with a touch of alternative. It has a slow tempo and features a piano, which can create a lyrical and emotional atmosphere for your video."
364,XKMGhFjOoXg,XKMGhFjOoXg_Mbau7DWaexI,cf_upbeat_electronic,beat;dance;electronic;energetic;modern;pop;rhythm;upbeat,,8,0,8,1,0,0.5925925925925926,"In that case, I would recommend 'Zemsta' by Mezo. This track combines elements of Hip-Hop, rock, pop, and electronic music. It has a fast-paced and energetic vibe, with a clear rhythm and modern dance influences. It's perfect for creating a lively and upbeat atmosphere in your video."
364,XKMGhFjOoXg,XKMGhFjOoXg_Mbau7DWaexI,cf_lyrical_piano,acoustic;calm;gentle;lyrical;piano;sentimental;slow;soft,,8,0,8,1,0,0.6909090909090909,"I recommend 'Zemsta' by Mezo. It's a track from the album 'Zemsta' and features lyrical piano and acoustic elements. The song has a slow tempo and a soft acoustic texture, creating a gentle and sentimental mood. It aligns well with your preferences for lyrical piano background music with a slow tempo and a calm sentimental mood."
410,q5bry6xHfxc,q5bry6xHfxc_TxqJOm0601k,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.6507936507936508,"In that case, I would recommend 'New Oakland' by DJ Touré featuring Mistah Fab. This track combines elements of Hip-Hop, electronic, and pop genres, creating a vibrant and energetic sound. It has a clear rhythm and modern dance or pop influences that will add a lively atmosphere to your video."
410,q5bry6xHfxc,q5bry6xHfxc_TxqJOm0601k,cf_lyrical_piano,emotional;lyrical;piano;slow,electronic;hip-hop,4,2,2,1,1,0.6833333333333333,"Allow me to recommend 'New Oakland' by DJ Touré featuring Mistah Fab. It's a track from the album 'New Oakland' and combines elements of Hip-Hop, R&B, and electronic music. The song has a slow tempo and features lyrical piano, which creates a soothing and emotional atmosphere."
412,b5QuBBHUgSQ,b5QuBBHUgSQ_51EjCZjDzWA,cf_upbeat_electronic,beat;bright;dance;electronic;energetic;pop,,6,0,6,1,0,0.7627118644067796,"In that case, I recommend 'Gimme Dat' by Chingy featuring Ludacris and Bobby V. This track combines elements of Hip-Hop, electronic, rock, dance, and pop genres. It has a fast-paced beat and a bright mood that will give your video a lively and energetic feel."
412,b5QuBBHUgSQ,b5QuBBHUgSQ_51EjCZjDzWA,cf_lyrical_piano,emotional;lyrical;piano;sentimental;slow,electronic;hip-hop,5,2,3,1,1,0.7230769230769231,"Allow me to recommend 'Gimme Dat' by Chingy featuring Ludacris and Bobby V. It's a track from Chingy's album 'Gimme Dat'. The song combines elements of Hip-Hop, rock, and electronic music with a touch of pop and soul. It has a slow tempo and features lyrical piano, which aligns well with the emotional and sentimental mood you're looking for."
448,R_R2JC4Ekw0,R_R2JC4Ekw0_47xbkT3calM,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.6428571428571428,"In that case, I recommend 'LA TOALLA' by ANAÍS vs THE BOYS MACHINE y BABY. This track combines electronic, dance, pop, and house genres, creating a vibrant and energetic sound. It has a clear rhythm and a modern dance or pop feel that will add a lively atmosphere to your video."
448,R_R2JC4Ekw0,R_R2JC4Ekw0_47xbkT3calM,cf_lyrical_piano,emotional;lyrical;piano;sentimental;slow,dance;electronic,5,2,3,1,1,0.671875,"Allow me to recommend 'LA TOALLA' by ANAÍS vs THE BOYS MACHINE y BABY. It's a track from their album 'LA TOALLA'. This song combines elements of pop, dance, and electronic music with a touch of rock and indie influences. It has a slow tempo and features lyrical piano, which aligns well with the emotional and sentimental vibe you're looking for."
451,ggHIsQy7Db8,ggHIsQy7Db8_Z18Cnx5YJX8,cf_upbeat_electronic,bright;dance;electronic;pop;rhythm,,5,0,5,1,0,0.6181818181818182,"In that case, I recommend 'Tight Skirt' by Samantha J. This track is a perfect fit for your video as it combines elements of pop, dance, and electronic music. It has a catchy rhythm and a bright mood that will add energy to your video."
451,ggHIsQy7Db8,ggHIsQy7Db8_Z18Cnx5YJX8,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic,4,1,3,1,1,0.4444444444444444,"Allow me to recommend 'Tight Skirt' by Samantha J. It's a track from her album 'Tight Skirt'. The song combines elements of pop, R&B, and electronic music with a focus on female vocals. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video."
457,_MV0BuKm0VE,_MV0BuKm0VE_xbzDeFsKwfY,cf_upbeat_electronic,beat;dance;electronic;energetic;modern;pop;tempo,,7,0,7,1,0,0.5517241379310345,"In that case, I recommend 'Beast' by Thomas Gold & Borgeous. This track is a perfect fit for your video as it falls under the electronic genre with elements of dance, house, electro, and pop. It has a fast tempo and a catchy beat that will create an energetic and modern dance vibe for your video."
457,_MV0BuKm0VE,_MV0BuKm0VE_xbzDeFsKwfY,cf_lyrical_piano,acoustic;calm;sentimental;slow,dance;electronic,4,2,2,1,1,0.7681159420289855,"I suggest you listen to 'Love Is Gone' by David Guetta. It's a track from his album 'Love Is Gone'. This song combines elements of electronic, dance, and pop genres with a touch of rock. It has a slow tempo and a soothing acoustic vibe that could create a calm and sentimental atmosphere for your video."
512,k3DP1RijqII,k3DP1RijqII_toNy7VhxPk4,cf_upbeat_electronic,beat;dance;electronic;modern;pop,,5,0,5,1,0,0.5833333333333333,"In that case, I recommend 'Met mij zijn' by Darryl. This track combines elements of Hip-Hop, R&B, pop, and electronic music. It has a catchy beat and a modern dance vibe that will add energy to your video."
512,k3DP1RijqII,k3DP1RijqII_toNy7VhxPk4,cf_lyrical_piano,acoustic;calm;gentle;lyrical;melody;piano;sentimental;slow;soft,,9,0,9,1,0,0.7037037037037037,I recommend 'Met mij zijn' by Darryl. It's a track with lyrical piano background music and a slow tempo. The song has a soft acoustic texture and a gentle melody that creates a calm and sentimental mood. It's a perfect choice for your video.
553,ynVK3EsW9Ws,ynVK3EsW9Ws_7i6N8WLd2zU,cf_upbeat_electronic,bright;dance;electronic;energetic;pop;rhythm,,6,0,6,1,0,0.5227272727272727,"In that case, I would recommend 'In The Zone' by LZ. This track combines elements of Hip-Hop, electronic, pop, and rock genres, creating a catchy and energetic sound. It has a bright mood and clear rhythm, perfect for a dance or pop video."
553,ynVK3EsW9Ws,ynVK3EsW9Ws_7i6N8WLd2zU,cf_lyrical_piano,acoustic;calm;gentle;lyrical;melody;piano;sentimental;slow;soft,,9,0,9,1,0,0.7254901960784313,"In that case, I recommend 'In The Zone' by LZ. This track has a lyrical piano background with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood. It's perfect for creating a relaxing and introspective atmosphere in your video."
559,1fMjQttld5U,1fMjQttld5U_-_Q9D5vl8lQ,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.7142857142857143,"In that case, I recommend 'Часы' by Лолита. This track combines elements of pop, dance, and electronic music, creating a vibrant and energetic atmosphere. It has a clear rhythm and a modern dance or pop feel that will enhance your video."
559,1fMjQttld5U,1fMjQttld5U_-_Q9D5vl8lQ,cf_lyrical_piano,acoustic;slow;soft,,3,0,3,1,0,0.6037735849056604,"Allow me to recommend 'Часы' by Лолита. It's a track from her album 'Часы'. The song combines elements of pop, rock, and folk with a touch of jazz. It features a beautiful female vocal performance and has a slow tempo with a soft acoustic texture. The lyrics are written by Лолита herself, adding a personal touch to the music."
562,Tl7ZXX6wbRE,Tl7ZXX6wbRE_rKoU3ekYQ-I,cf_upbeat_electronic,beat;bright;electronic;pop,,4,0,4,1,0,0.4347826086956522,"In that case, I recommend 'If I Hit The Lotto' by Rayzr. This track combines elements of Hip-Hop, electronic, and rock genres with a touch of pop. It has a fast-paced beat and a bright mood that will add energy to your video."
562,Tl7ZXX6wbRE,Tl7ZXX6wbRE_rKoU3ekYQ-I,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.6440677966101696,"Allow me to recommend 'If I Hit The Lotto' by Rayzr. It's a track from his album 'If I Hit The Lotto'. The song combines elements of Hip-Hop, electronic, and rock with a touch of indie and pop. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video."
627,YIyiT96Ojqg,YIyiT96Ojqg_ijpcMBW6eeE,cf_upbeat_electronic,beat;dance;electronic;energetic;pop;tempo,,6,0,6,1,0,0.6296296296296297,"In that case, I would recommend 'Vem com a firma Parte 2' by MC Juninho da FVL. This track combines elements of Hip-Hop, electronic, pop, dance, and rock genres. It has a fast tempo and a catchy beat that will give your video a lively and energetic feel."
627,YIyiT96Ojqg,YIyiT96Ojqg_ijpcMBW6eeE,cf_lyrical_piano,acoustic;slow,electronic;hip-hop,2,2,0,0,1,0.5964912280701755,"Allow me to recommend 'Vem com a firma Parte 2' by MC Juninho da FVL. It's a track from the album 'Vem com a firma Parte 2'. The song combines elements of Hip-Hop, pop, and rock with electronic and soul influences. It has a slow tempo and a soothing acoustic sound that could be a perfect fit for your video."
685,SSmTgwp15FQ,SSmTgwp15FQ_SH8esP19qww,cf_upbeat_electronic,beat;beats;bright;dance;electronic;energetic;modern;pop;rhythm;upbeat,,10,0,10,1,0,0.576271186440678,"In that case, I recommend 'Why God Made Love Songs' by Joel Crouse. This track combines elements of rock, pop, and electronic music, creating a catchy and upbeat sound. It has a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling that will enhance your video."
685,SSmTgwp15FQ,SSmTgwp15FQ_SH8esP19qww,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow;soft,,7,0,7,1,0,0.540983606557377,"Allow me to recommend 'Why God Made Love Songs' by Joel Crouse. It's a track from his album 'Why God Made Love Songs'. This song combines elements of pop, rock, and indie with a slow tempo and a soft acoustic texture. It has a gentle melody and a calm sentimental mood that could be a perfect fit for your video."
777,T56LFxaEJV8,T56LFxaEJV8_H5Nn-SIDfWo,cf_upbeat_electronic,beat;beats;bright;dance;electronic;energetic;modern;pop;rhythm;upbeat,,10,0,10,1,0,0.5,"In that case, I recommend 'Lovely Fire' by Stefano Ercolino. This track combines elements of rock, pop, and electronic music, creating a catchy and upbeat sound. It has a bright mood, clear rhythm, energetic beats, and a modern dance or pop feel. It's a perfect choice for your video."
777,T56LFxaEJV8,T56LFxaEJV8_H5Nn-SIDfWo,cf_lyrical_piano,emotional;lyrical;piano;slow,,4,0,4,1,0,0.5636363636363637,"Allow me to recommend 'Lovely Fire' by Stefano Ercolino. It's a track from his album 'Lovely Fire'. The song combines elements of rock, pop, and indie with a touch of jazz. It has a slow tempo and features lyrical piano, which can create a soothing and emotional atmosphere for your video."
780,5ZVQ6_Hd4zc,5ZVQ6_Hd4zc_58ip325ZOu8,cf_upbeat_electronic,bright;electronic;pop;rhythm,,4,0,4,1,0,0.7857142857142857,"In that case, I recommend 'Catching the Simple But Happy Days' by Vanchy. This track combines electronic, indie, and pop genres with a touch of rock. It has a catchy rhythm and a bright mood that will add energy to your video."
780,5ZVQ6_Hd4zc,5ZVQ6_Hd4zc_58ip325ZOu8,cf_lyrical_piano,lyrical;piano;sentimental;slow,electronic,4,1,3,1,1,0.71875,"Allow me to recommend 'Catching the Simple But Happy Days' by Vanchy. It's a track from their album 'Catching the Simple But Happy Days'. The song combines elements of electronic, rock, and indie with a touch of pop. It has a slow tempo and features lyrical piano, which aligns well with your preferences. The track has a soothing and sentimental vibe that could be a great fit for your video."
781,bqzAothNuZs,bqzAothNuZs_7Exf7LE_ef0,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm;tempo,,7,0,7,1,0,0.6666666666666667,"In that case, I recommend 'Be Staunch' by This Side Up. This track combines elements of Hip-Hop, electronic, dance, pop, and rock. It has a fast tempo and a clear rhythm, which will create an energetic and modern dance or pop feeling for your video."
781,bqzAothNuZs,bqzAothNuZs_7Exf7LE_ef0,cf_lyrical_piano,emotional;lyrical;piano;slow,electronic;hip-hop,4,2,2,1,1,0.6166666666666667,"Allow me to recommend 'Be Staunch' by This Side Up. It's a track from their album 'Be Staunch'. The song combines elements of Hip-Hop, electronic, rock, and pop with a touch of jazz. It has a slow tempo and features lyrical piano, which creates a soothing and emotional atmosphere."
800,2NDgbLNNWTI,2NDgbLNNWTI_KOSv-bV8qDU,cf_upbeat_electronic,beat;beats;dance;electronic;energetic;modern;pop;rhythm,,8,0,8,1,0,0.7894736842105263,"In that case, I recommend 'Volim te' by Ilda Saulic. This track combines elements of pop, rock, and electronic music, creating a vibrant and energetic sound. It has a clear rhythm and energetic beats that will add a modern and danceable feel to your video."
800,2NDgbLNNWTI,2NDgbLNNWTI_KOSv-bV8qDU,cf_lyrical_piano,acoustic;calm;gentle;lyrical;melody;piano;sentimental;slow;soft,,9,0,9,1,0,0.746031746031746,"I recommend 'Volim te' by Ilda Saulic. It's a track from her album 'Volim te'. The song combines elements of pop, rock, and country with a touch of soul. It features lyrical piano and has a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood that could be a perfect fit for your video."
806,3O3gFRSiBC4,3O3gFRSiBC4_ygio6cVZmec,cf_upbeat_electronic,dance;electronic;energetic;pop;rhythm;tempo,,6,0,6,1,0,0.4897959183673469,"In that case, I recommend 'La Musica (The Trumpeter)' by Ray Foxx featuring Lovelle. This track combines electronic, dance, and pop genres with a touch of house and electro. It has a fast tempo and a clear rhythm that will give your video a lively and energetic feel."
806,3O3gFRSiBC4,3O3gFRSiBC4_ygio6cVZmec,cf_lyrical_piano,lyrical;piano;sentimental;slow,dance;electronic,4,2,2,1,1,0.5862068965517242,"Allow me to recommend 'La Musica (The Trumpeter)' by Ray Foxx featuring Lovelle. It's a track from their album 'La Musica (The Trumpeter)'. This song combines elements of electronic, pop, and dance genres with a touch of rock. It has a slow tempo and features lyrical piano, which can create a soothing and sentimental atmosphere for your video."
839,_0kWPBMmYEU,_0kWPBMmYEU_p21n2iGmd_s,cf_upbeat_electronic,beat;bright;dance;electronic;pop,,5,0,5,1,0,0.6545454545454545,"In that case, I recommend 'Millionerler Mehellesi' by Dayirman. This track combines elements of Hip-Hop, electronic, pop, and dance genres. It has a fast-paced beat and a bright mood that will add energy to your video."
839,_0kWPBMmYEU,_0kWPBMmYEU_p21n2iGmd_s,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow,electronic;hip-hop,6,2,4,1,1,0.4181818181818182,"Allow me to recommend 'Millionerler Mehellesi' by Dayirman. It's a track from their album 'Millionerler Mehellesi'. The song combines elements of Hip-Hop, electronic, rock, and pop with a slow tempo and a soothing acoustic texture. It has a gentle melody and a calm sentimental mood that could be a fitting choice for your video."
863,fL_-VnFyBEg,fL_-VnFyBEg_Ejy-05oqXs8,cf_upbeat_electronic,dance;electronic;energetic;pop;rhythm;tempo,,6,0,6,1,0,0.5849056603773585,"In that case, I recommend 'A Quien Le Importa' by Thalia. This track is from her album 'A Quien Le Importa' and offers a perfect blend of electronic, dance, pop, and house genres. It has a fast tempo and a catchy rhythm that will give your video a lively and energetic feel."
863,fL_-VnFyBEg,fL_-VnFyBEg_Ejy-05oqXs8,cf_lyrical_piano,acoustic;calm;sentimental;slow,dance;electronic,4,2,2,1,1,0.6440677966101696,"Allow me to recommend 'A Quien Le Importa' by Thalia. It's a track from her album 'A Quien Le Importa'. The song combines elements of pop, dance, and electronic music with a touch of rock. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video."
869,omK0RvdNINg,omK0RvdNINg_5PbXu0pQnQ0,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm;tempo,,7,0,7,1,0,0.5357142857142857,"In that case, I recommend 'The Club' by Dj Alfred ft Mc Sam. This track combines electronic, dance, and pop genres with a touch of house and electronica. It has a fast tempo and a clear rhythm, creating an energetic and modern dance vibe. It's perfect for your video!"
