sample_idx,video_id,gt_music_id,preference_variant,positive_hits,negative_hits,n_positive_hits,n_negative_hits,alignment_score,is_aligned,has_conflict,ESS_from_original,generated_text
448,R_R2JC4Ekw0,R_R2JC4Ekw0_47xbkT3calM,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.6428571428571428,"In that case, I recommend 'LA TOALLA' by ANAÍS vs THE BOYS MACHINE y BABY. This track combines electronic, dance, pop, and house genres, creating a vibrant and energetic sound. It has a clear rhythm and a modern dance or pop feel that will add a lively atmosphere to your video."
448,R_R2JC4Ekw0,R_R2JC4Ekw0_47xbkT3calM,cf_lyrical_piano,emotional;lyrical;piano;sentimental;slow,dance;electronic,5,2,3,1,1,0.671875,"Allow me to recommend 'LA TOALLA' by ANAÍS vs THE BOYS MACHINE y BABY. It's a track from their album 'LA TOALLA'. This song combines elements of pop, dance, and electronic music with a touch of rock and indie influences. It has a slow tempo and features lyrical piano, which aligns well with the emotional and sentimental vibe you're looking for."
451,ggHIsQy7Db8,ggHIsQy7Db8_Z18Cnx5YJX8,cf_upbeat_electronic,bright;dance;electronic;pop;rhythm,,5,0,5,1,0,0.6181818181818182,"In that case, I recommend 'Tight Skirt' by Samantha J. This track is a perfect fit for your video as it combines elements of pop, dance, and electronic music. It has a catchy rhythm and a bright mood that will add energy to your video."
451,ggHIsQy7Db8,ggHIsQy7Db8_Z18Cnx5YJX8,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic,4,1,3,1,1,0.4444444444444444,"Allow me to recommend 'Tight Skirt' by Samantha J. It's a track from her album 'Tight Skirt'. The song combines elements of pop, R&B, and electronic music with a focus on female vocals. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video."
457,_MV0BuKm0VE,_MV0BuKm0VE_xbzDeFsKwfY,cf_upbeat_electronic,beat;beats;dance;electronic;energetic;modern;upbeat,,7,0,7,1,0,0.5283018867924528,"In that case, I recommend 'S.O.T.U.' by Nicky Romero featuring Fast Eddie. This track is a perfect fit for your preferences. It falls under the electronic genre with elements of dance, house, and electro. The energetic beats and modern dance vibe will create an upbeat and lively atmosphere for your video."
457,_MV0BuKm0VE,_MV0BuKm0VE_xbzDeFsKwfY,cf_lyrical_piano,,beat;dance;electronic;energetic;techno,0,5,-5,0,1,0.54,"Allow me to recommend 'S.O.T.U.' by Nicky Romero featuring Fast Eddie. It's a track from the album 'S.O.T.U.' and combines elements of electronic, dance, and pop genres. The song has a techno and fast-paced beat, which aligns well with the energetic vibe you're looking for."
512,k3DP1RijqII,k3DP1RijqII_toNy7VhxPk4,cf_upbeat_electronic,beat;dance;electronic;modern;pop,,5,0,5,1,0,0.7636363636363637,"In that case, I would recommend 'Love Me' by J.R. featuring J.R. It's a track from the album 'Love Me' and offers a perfect blend of electronic, pop, and dance genres. The song has a catchy beat and a modern dance vibe that will add energy to your video."
512,k3DP1RijqII,k3DP1RijqII_toNy7VhxPk4,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow,hip-hop,6,1,5,1,1,0.7241379310344828,"I recommend 'L'amour est dans le pré' by M.A.R.S. It's a track from their album 'L'amour est dans le pré'. This song combines elements of Hip-Hop, pop, and R&B with a slow tempo and a soothing acoustic sound. It has a gentle melody and a calm sentimental mood that could be a perfect fit for your video."
553,ynVK3EsW9Ws,ynVK3EsW9Ws_7i6N8WLd2zU,cf_upbeat_electronic,bright;dance;electronic;energetic;pop;rhythm,,6,0,6,1,0,0.5227272727272727,"In that case, I would recommend 'In The Zone' by LZ. This track combines elements of Hip-Hop, electronic, pop, and rock genres, creating a catchy and energetic sound. It has a bright mood and clear rhythm, perfect for a dance or pop video."
553,ynVK3EsW9Ws,ynVK3EsW9Ws_7i6N8WLd2zU,cf_lyrical_piano,acoustic;calm;gentle;lyrical;melody;piano;sentimental;slow;soft,,9,0,9,1,0,0.7254901960784313,"In that case, I recommend 'In The Zone' by LZ. This track has a lyrical piano background with a slow tempo, soft acoustic texture, gentle melody, and a calm sentimental mood. It's perfect for creating a relaxing and introspective atmosphere in your video."
559,1fMjQttld5U,1fMjQttld5U_-_Q9D5vl8lQ,cf_upbeat_electronic,bright;dance;electronic;energetic;modern;pop;rhythm,,7,0,7,1,0,0.6964285714285714,"In that case, I would recommend 'Encontrei' by Marina Elali. This track combines elements of pop, electronic, and rock genres, creating a dynamic and energetic sound. It has a bright mood and clear rhythm, perfect for a video with a modern dance or pop feel."
559,1fMjQttld5U,1fMjQttld5U_-_Q9D5vl8lQ,cf_lyrical_piano,acoustic;sentimental;slow,electronic,3,1,2,1,1,0.46153846153846156,"Allow me to recommend 'Encontrei' by Marina Elali. It's a track from her album 'Encontrei'. The song combines elements of pop, rock, and electronic music with a focus on female vocals. It has a slow tempo and a soothing acoustic texture that can create a relaxing and sentimental atmosphere for your video."
562,Tl7ZXX6wbRE,Tl7ZXX6wbRE_rKoU3ekYQ-I,cf_upbeat_electronic,beat;bright;electronic;pop,,4,0,4,1,0,0.4347826086956522,"In that case, I recommend 'If I Hit The Lotto' by Rayzr. This track combines elements of Hip-Hop, electronic, and rock genres with a touch of pop. It has a fast-paced beat and a bright mood that will add energy to your video."
562,Tl7ZXX6wbRE,Tl7ZXX6wbRE_rKoU3ekYQ-I,cf_lyrical_piano,acoustic;calm;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.6440677966101696,"Allow me to recommend 'If I Hit The Lotto' by Rayzr. It's a track from his album 'If I Hit The Lotto'. The song combines elements of Hip-Hop, electronic, and rock with a touch of indie and pop. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video."
627,YIyiT96Ojqg,YIyiT96Ojqg_ijpcMBW6eeE,cf_upbeat_electronic,beat;dance;electronic;energetic;pop;tempo,,6,0,6,1,0,0.6666666666666667,"In that case, I recommend 'Pa' Que Retozen' by Tego Calderon. This track is a perfect fit for your preferences as it combines electronic, Hip-Hop, dance, pop, and rock elements. It has a fast tempo and a catchy beat that will give your video a lively and energetic atmosphere."
627,YIyiT96Ojqg,YIyiT96Ojqg_ijpcMBW6eeE,cf_lyrical_piano,lyrical;piano;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.736842105263158,"Allow me to recommend 'Pa' Que Retozen' by Tego Calderon. It's a track from his album 'Pa' Que Retozen'. This song combines elements of Hip-Hop, electronic, and pop with a touch of rock. It has a slow tempo and a lyrical piano background that creates a soothing and sentimental atmosphere."
685,SSmTgwp15FQ,SSmTgwp15FQ_SH8esP19qww,cf_upbeat_electronic,beat;beats;bright;dance;electronic;energetic;modern;pop;rhythm;upbeat,,10,0,10,1,0,0.576271186440678,"In that case, I recommend 'Why God Made Love Songs' by Joel Crouse. This track combines elements of rock, pop, and electronic music, creating a catchy and upbeat sound. It has a bright mood, clear rhythm, energetic beats, and a modern dance or pop feeling that will enhance your video."
685,SSmTgwp15FQ,SSmTgwp15FQ_SH8esP19qww,cf_lyrical_piano,acoustic;calm;gentle;melody;sentimental;slow;soft,,7,0,7,1,0,0.540983606557377,"Allow me to recommend 'Why God Made Love Songs' by Joel Crouse. It's a track from his album 'Why God Made Love Songs'. This song combines elements of pop, rock, and indie with a slow tempo and a soft acoustic texture. It has a gentle melody and a calm sentimental mood that could be a perfect fit for your video."
777,T56LFxaEJV8,T56LFxaEJV8_H5Nn-SIDfWo,cf_upbeat_electronic,beat;beats;bright;dance;electronic;energetic;modern;pop;rhythm;upbeat,,10,0,10,1,0,0.5,"In that case, I recommend 'Lovely Fire' by Stefano Ercolino. This track combines elements of rock, pop, and electronic music, creating a catchy and upbeat sound. It has a bright mood, clear rhythm, energetic beats, and a modern dance or pop feel. It's a perfect choice for your video."
777,T56LFxaEJV8,T56LFxaEJV8_H5Nn-SIDfWo,cf_lyrical_piano,emotional;lyrical;piano;slow,,4,0,4,1,0,0.5636363636363637,"Allow me to recommend 'Lovely Fire' by Stefano Ercolino. It's a track from his album 'Lovely Fire'. The song combines elements of rock, pop, and indie with a touch of jazz. It has a slow tempo and features lyrical piano, which can create a soothing and emotional atmosphere for your video."
780,5ZVQ6_Hd4zc,5ZVQ6_Hd4zc_58ip325ZOu8,cf_upbeat_electronic,beat;bright;electronic;pop,,4,0,4,1,0,0.7241379310344828,"In that case, I recommend 'Sunshine' by The Sounds. This track is from their album 'Something To Die For' and offers a perfect blend of electronic, pop, and indie genres. It has a catchy beat and a bright mood that will add energy to your video."
780,5ZVQ6_Hd4zc,5ZVQ6_Hd4zc_58ip325ZOu8,cf_lyrical_piano,acoustic;calm;gentle;lyrical;melody;piano;sentimental;slow;soft,,9,0,9,1,0,0.8333333333333334,I suggest you consider the track 'Love Is A Beautiful Thing' by The Sounds. It's a beautiful song with lyrical piano and a slow tempo. The track has a soft acoustic texture and a gentle melody that can create a calm and sentimental mood for your video.
781,bqzAothNuZs,bqzAothNuZs_7Exf7LE_ef0,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm;tempo,,7,0,7,1,0,0.6666666666666667,"In that case, I recommend 'Be Staunch' by This Side Up. This track combines elements of Hip-Hop, electronic, dance, pop, and rock. It has a fast tempo and a clear rhythm, which will create an energetic and modern dance or pop feeling for your video."
781,bqzAothNuZs,bqzAothNuZs_7Exf7LE_ef0,cf_lyrical_piano,emotional;lyrical;piano;slow,electronic;hip-hop,4,2,2,1,1,0.6166666666666667,"Allow me to recommend 'Be Staunch' by This Side Up. It's a track from their album 'Be Staunch'. The song combines elements of Hip-Hop, electronic, rock, and pop with a touch of jazz. It has a slow tempo and features lyrical piano, which creates a soothing and emotional atmosphere."
800,2NDgbLNNWTI,2NDgbLNNWTI_KOSv-bV8qDU,cf_upbeat_electronic,beat;beats;bright;dance;energetic;modern;pop;rhythm,,8,0,8,1,0,0.6909090909090909,"In that case, 'Thank God' by Julie Ingram would be a perfect fit. This track combines elements of pop, rock, and country with a touch of indie and alternative. It has a bright and energetic sound with a clear rhythm and energetic beats, creating a modern dance or pop feeling."
800,2NDgbLNNWTI,2NDgbLNNWTI_KOSv-bV8qDU,cf_lyrical_piano,acoustic;calm;emotional;sentimental;slow,,5,0,5,1,0,0.4444444444444444,"Allow me to recommend 'Thank God' by Julie Ingram. It's a track from her album 'Thank God'. The song combines elements of pop, rock, and indie with a touch of folk. It features Julie Ingram's beautiful vocals and has a slow tempo and acoustic sound. The lyrics express gratitude and the song's emotional depth can create a calm and sentimental atmosphere for your video."
806,3O3gFRSiBC4,3O3gFRSiBC4_ygio6cVZmec,cf_upbeat_electronic,beat;beats;dance;electronic;energetic;modern;pop;tempo;upbeat,,9,0,9,1,0,0.4509803921568627,"In that case, I recommend 'Hush (Catz 'n Dogz 2013 Remix)' by Thomas Schumacher. This track is a remix of the original song and offers a modern dance and pop feel with electronic and house elements. It has a fast tempo and energetic beats that will create an upbeat and lively atmosphere for your video."
806,3O3gFRSiBC4,3O3gFRSiBC4_ygio6cVZmec,cf_lyrical_piano,lyrical;piano;sentimental;slow,dance;electronic;hip-hop,4,3,1,1,1,0.6271186440677966,"Allow me to recommend 'Hush (Catz 'n Dogz 2013 Remix)' by Thomas Schumacher. It's a track from the album 'Hush (Catz 'n Dogz 2013 Remix)'. This song combines elements of electronic, dance, and pop genres with a touch of Hip-Hop. It has a slow tempo and features lyrical piano, which can create a soothing and sentimental atmosphere for your video."
839,_0kWPBMmYEU,_0kWPBMmYEU_p21n2iGmd_s,cf_upbeat_electronic,dance;electronic;energetic;modern;pop;rhythm,,6,0,6,1,0,0.6557377049180328,"In that case, I recommend 'I'm Alive' by J.R. featuring J.R. & The Freshmen. This track combines elements of Hip-Hop, pop, electronic, and rock, creating a vibrant and energetic sound. It has a clear rhythm and a modern dance or pop feel that will add excitement to your video."
839,_0kWPBMmYEU,_0kWPBMmYEU_p21n2iGmd_s,cf_lyrical_piano,lyrical;piano;sentimental;slow,electronic;hip-hop,4,2,2,1,1,0.6666666666666667,"In that case, I recommend 'Love Is' by J.R. featuring J.R. It's a track from the album 'Love Is' and combines elements of Hip-Hop, pop, and rock with soul and electronic influences. The song has a slow tempo and features lyrical piano, which creates a soothing and sentimental atmosphere."
863,fL_-VnFyBEg,fL_-VnFyBEg_Ejy-05oqXs8,cf_upbeat_electronic,dance;electronic;energetic;pop;rhythm;tempo,,6,0,6,1,0,0.5849056603773585,"In that case, I recommend 'A Quien Le Importa' by Thalia. This track is from her album 'A Quien Le Importa' and offers a perfect blend of electronic, dance, pop, and house genres. It has a fast tempo and a catchy rhythm that will give your video a lively and energetic feel."
863,fL_-VnFyBEg,fL_-VnFyBEg_Ejy-05oqXs8,cf_lyrical_piano,acoustic;calm;sentimental;slow,dance;electronic,4,2,2,1,1,0.6440677966101696,"Allow me to recommend 'A Quien Le Importa' by Thalia. It's a track from her album 'A Quien Le Importa'. The song combines elements of pop, dance, and electronic music with a touch of rock. It has a slow tempo and a soothing acoustic texture, which can create a calm and sentimental mood for your video."
869,omK0RvdNINg,omK0RvdNINg_5PbXu0pQnQ0,cf_upbeat_electronic,beat;beats;dance;electronic;energetic;modern;pop;rhythm,,8,0,8,1,0,0.6271186440677966,"In that case, I recommend 'Sunshine' by Daft Punk. This track is from their album 'Random Access Memories' and it perfectly fits your preferences. It has a catchy electronic sound with a pop and dance vibe. The fast-paced beats and energetic rhythm will add a lively and modern feel to your video."
